"census_tract","med_inc_estimate","med_age_estimate","perc_poverty_estimate","perc_owners","perc_ethnic","counts","residuals"
36005007800,61328,33.8,22.8,29.7576070139247,75.8051594295786,6,2.4665079555572
36005007900,34604,28.6,31.6,0,65.3259949195597,7,2.72190660818717
36005008300,50920,34,17.4,22.1406991799741,74.908592321755,8,4.42575531058651
36005008500,34543,37.2,35.8,21.8808193668529,68.6912634876436,10,6.29914603322557
36005008700,36402,31.2,42.4,2.53831417624521,73.1765763067246,6,1.66833178060402
36005008900,41484,45.3,18.5,8.0370942812983,84.1000308737265,3,-0.483568298855673
36005009000,33831,34.1,36.8,19.887730553328,65.68255687974,6,2.16123467340654
36005009200,56208,33.9,22,26.0237068965517,85.2827655646921,10,6.37966544938051
36005009301,47185,31.9,26.5,9.11513859275053,71.4765100671141,6,2.02812870068512
36005009600,53333,38.9,19.5,25.9132420091324,80.8394160583942,2,-1.40189385095433
36005009800,56128,48.4,18.4,44.6275946275946,79.2788971367975,3,0.247035623237799
36005011502,28592,33.2,42.4,12.0222376650452,64.002828854314,5,0.930336644211685
36005011701,33967,27.3,34,7.30223123732252,67.064280980782,3,-1.24121455790849
36005011800,109396,26.2,10.8,63.2911392405063,94.3428768540876,1,-2.14335315903685
36005011900,34335,24.8,29.7,5.8641975308642,65.0592628673486,8,3.71942284772882
36005012101,55000,34.6,29.6,19.7087378640777,68.0234260614934,3,-0.734930175902298
36005012102,43472,36,23.2,1.72413793103448,63.2759910246821,4,0.12275419540191
36005012300,47402,35.3,12.5,11.065332548558,45.8189216683622,4,0.475052794461241
36005012500,51875,30.9,30.6,23.4487734487734,79.454094292804,4,0.141827944970979
36005012701,44667,30.8,29,26.4102564102564,76.9918699186992,2,-1.78005938805138
36005012901,40575,31.7,35.8,4.83036227717079,78.9175351983909,9,4.79057468127539
36005013000,59083,39.8,27.2,50.7795100222717,96.4342313787639,1,-2.13205118900206
36005013200,104651,39.3,9.9,62.2685185185185,74.6861636087736,5,2.37187297460568
36005013300,34055,37.2,21.2,8.31866197183099,63.4315998675058,2,-1.70092625272342
36005013500,27602,36.5,43.4,6.55848546315078,47.52,3,-0.99499975597771
36005013800,84042,43,12.7,65.4771784232365,80.4648029639609,1,-1.51428219824588
36005014100,35506,33.1,27.3,6.52327221438646,62.1477639142016,6,2.05310941036137
36005014300,16678,36.9,41.6,0,52.9446064139942,1,-3.08780856000675
36005014400,29213,30.7,30,14.0190792202406,57.9241963857349,1,-2.92288992256227
36005014500,27352,33.7,49.6,1.48883374689826,32.4357976653696,3,-1.19559819487534
36005014702,21196,26.3,41.6,1.29265770423992,53.822629969419,1,-3.42430524025745
36005014900,41311,31.2,37.3,19.4612794612795,64.9176327028676,3,-0.946481444769077
36005015100,28618,42.6,41.8,18.6781609195402,43.671009138635,9,5.44764086762442
36005015200,77238,37.2,13.5,49.5440729483283,85.1087771942986,3,-0.00222444907913507
36005015300,38862,31.4,26,8.89903023388477,47.4405191059841,1,-2.88508488974518
36005015500,37168,38.4,23.1,5.51038843721771,60.1427115188583,6,2.28005651543043
36005015700,39776,32.6,36.7,5.68019093078759,53.0615942028986,1,-3.07004476365397
36005015800,70357,41.8,25.5,38.4615384615385,94.798083504449,1,-2.23867510861706
36005015900,24485,36.2,37.4,12.1420389461627,83.4986474301172,1,-2.97931606731022
36005016000,96838,44.9,7.6,65.6646626586506,95.3881629515757,1,-1.43913824178556
36005016100,22286,41.8,39.4,0.56208482370976,67.4610244988864,6,2.05527041289321
36005016200,115278,38.5,6.1,58.300395256917,90.1423877327492,2,-0.732229593108969
36005016400,66912,42.6,26.1,51.4563106796116,91.642371234208,1,-1.99206317931884
36005016500,46179,32.3,23.9,0,38.2716049382716,2,-1.9349589879759
36005016600,105764,39.6,14.5,46.3208685162847,85.85022755482,3,0.00768219861227605
36005016700,41500,32.3,40,5.65217391304348,47.7632675743262,3,-1.10422036920178
36005016900,50107,31.5,41.7,12.2340425531915,50.3695881731785,3,-1.05646345328603
36005017300,17446,36,48.1,5.75571177504394,47.7928560287007,4,-0.0913044678032881
36005017500,26463,33.9,30.4,0,44.9803793328973,7,3.00042577235462
36005017701,30375,39.5,50.5,5.38573508005822,39.6650413398346,6,2.02011752823061
36005017702,47963,32.7,32.5,15.932407966204,40.7846715328467,8,4.21234923652546
36005017901,47035,36.5,22.6,7.88849347568209,70.054945054945,3,-0.778445280464243
36005017902,41475,29.2,24.7,0,47.0125786163522,2,-2.08606474075773
36005018102,33950,36.7,29.1,1.88073394495413,57.6563359618559,3,-0.909663152500653
36005018301,56508,45.4,14.7,21.9246031746032,66.3665594855305,3,-0.12382761940459
36005018302,72540,35.9,11.6,6.50684931506849,55.5163043478261,1,-2.60825567653687
36005018400,117819,34.9,9,42.9282160625444,96.8421052631579,5,1.82494568818702
36005018501,50177,34.1,32.6,0,39.3460294646065,5,1.00007621162687
36005018502,21635,32.3,45.3,2.28571428571429,57.0795058599937,3,-1.27223895690604
36005018900,45770,28.7,34.6,2.48512425621281,59.5744680851064,7,2.74873629430792
36005019300,38663,34.8,25.2,2.40663900414938,49.4016517781898,5,1.12401680942084
36005019400,70185,41.7,20.2,51.9230769230769,82.463768115942,2,-0.894361129647124
36005019500,33412,33.9,47.9,4.49056603773585,48.0190396192076,7,2.81941187596893
36005019700,34871,32.2,50.7,0,76.1941251596424,7,2.53207734408115
36005019900,35139,38.2,33.8,6.4595509074131,60.1254002134472,6,2.14077820403532
36005020000,46021,33.4,23.8,18.1086519114688,89.2603850050659,11,7.19043861133023
36005020100,37433,34.1,41.1,0,61.5046535677353,4,-0.210108328457129
36005020200,53651,39.3,22.1,19.238683127572,87.8588052754073,4,0.435718469576661
36005020400,59138,30.6,17.8,17.687074829932,86.7861885790173,1,-2.81659985335864
36005020502,28510,36.8,27.7,15.1717557251908,59.2706333973129,1,-2.67368038850236
36005020601,55648,39.9,31.8,29.5959595959596,88.6867088607595,2,-1.51078523300536
36005020900,44769,34.2,23,1.6793893129771,54.5716046846106,4,0.100898687051186
36005021001,46269,36.6,30.3,16.535654126895,43.153894870171,3,-0.626701149520221
36005021002,71397,32.3,22.9,17.9132620993086,59.4069400630915,1,-2.71269960752526
36005021100,42077,31.2,26.9,10.0650976464697,62.5877472878111,1,-2.94805751863587
36005021200,66329,42.1,18.1,25.0217959895379,64.1608040201005,3,-0.220809085780807
36005021301,34470,29.3,19.9,25.6465517241379,66.5154950869237,1,-2.67299074488059
36005021302,23639,41.6,51.3,3.90794615718628,51.1854716663864,3,-0.993250242866562
36005021501,39756,32.7,40.2,6.61764705882353,80.2357984994641,3,-1.21293550926896
36005021502,19904,28.7,43.3,7.28003573023671,71.571714858288,6,1.6574635069776
36005021601,45156,29.8,22.9,13.7973896830329,75.684234336123,4,0.067827637026154
36005021602,60286,36.6,18.3,26.9800931808556,70.2773674708682,4,0.599543630511943
36005021700,40394,35.9,34.7,1.96518809657496,58.9461925153603,5,0.981972344045696
36005021800,55804,40.2,29.9,22.8389444949954,78.5986417094583,5,1.45579405205047
36005021900,45906,38.4,24.6,0,78.7144362486828,5,1.09069175629225
36005022000,32174,26.9,50.4,12,73.202614379085,6,1.57017298002804
36005022101,55078,29.8,36.1,0,77.8028933092224,2,-2.35237335477105
36005022102,50051,28.9,28.8,0,84.9096532638776,5,0.689169829909257
36005022200,52734,32.9,27.3,17.8236397748593,91.4791479147915,3,-0.888764548798076
36005022300,33646,29.9,28.3,0,83.4037084633743,5,0.735795267979981
36005022401,63571,36.5,10.7,15.5310621242485,82.2727272727273,3,-0.537855421793374
36005022403,88534,34,11.2,15.8493870402802,78.0853902601735,5,1.39437935664569
36005022404,66121,35.9,12.2,25.6578947368421,77.2262773722628,2,-1.39009312733037
