med_inc_estimate,med_age_estimate,perc_poverty_estimate,renters_to_owners,perc_ethnic,counts
50232,27.0,32.3,8.458715596330276,50.70268582136165,4
36398,32.6,29.3,5.107438016528926,56.371608659906826,6
29330,30.6,34.1,1393.0,57.440633245382585,6
69345,42.4,21.4,1.8202247191011236,60.79881656804733,1
43333,34.1,19.8,5.451977401129944,47.18945176960444,2
35431,29.1,41.0,22.536585365853657,31.36178224035143,4
41942,36.5,39.9,1.9845916795069338,36.538017101918186,10
36722,32.3,37.9,51.38,54.51334379905808,8
73077,37.3,18.2,0.8317399617590823,28.864188954498093,2
47394,31.1,24.7,52.483870967741936,78.35010060362173,4
26837,26.2,33.7,37.935483870967744,52.92225201072386,1
20625,28.5,50.4,14.153846153846153,57.998129092609915,3
24605,25.8,59.5,26.555555555555557,64.6917237548602,12
62340,38.4,22.0,2.1302931596091206,22.531276569901614,2
42174,27.6,36.6,32.674418604651166,83.65254923118425,4
42574,27.8,39.8,66.92592592592592,88.19852941176471,13
59758,41.5,14.2,4.816216216216216,37.75821198780901,2
31769,35.4,30.8,16.876543209876544,88.43745651871434,13
31107,31.2,26.2,28.41747572815534,61.32749481447338,6
62712,34.8,27.9,5.822314049586777,46.97593756774333,2
23194,31.9,41.1,11.874074074074073,61.47487491842506,5
41547,36.6,20.2,3.3421052631578947,39.5243757431629,5
35493,20.1,34.6,32.76923076923077,92.54839565102095,4
39524,31.6,24.7,inf,84.39453125,4
50534,30.5,20.6,91.42105263157895,85.61460010735374,10
26406,33.0,38.3,190.1818181818182,81.34061777684387,4
40938,33.1,38.0,94.23529411764706,91.40418614102825,2
39023,31.8,25.3,11.120689655172415,83.66348170589606,2
33218,29.6,33.5,66.6842105263158,85.60807222517259,5
83333,36.4,5.0,0.823240589198036,25.407854984894264,6
42037,36.3,35.6,27.254901960784313,89.3995552260934,5
39486,31.9,29.5,18.816,72.45827010622155,4
48157,32.8,18.1,1.9933628318584071,28.514588859416445,5
50068,36.0,30.4,208.66666666666666,81.34206219312603,4
34724,35.5,20.1,39.59154929577465,80.1163780868578,8
35476,29.8,22.8,6.660377358490566,48.583656001630324,1
58466,43.9,5.2,3.0,33.8150289017341,1
42484,40.3,18.7,11.634782608695652,83.15565031982942,3
62386,31.5,22.3,7.979411764705882,90.0874635568513,7
63603,43.3,8.9,1.747787610619469,43.804213135068146,5
42188,38.7,24.3,8.699186991869919,84.16562999822285,1
58090,34.0,16.0,2.9290123456790123,53.34701205437291,3
49667,35.2,30.4,54.708333333333336,80.82278481012658,3
32672,36.7,43.1,30.88235294117647,50.2729754322111,5
52714,29.4,26.3,12.557046979865772,88.8454011741683,7
72091,43.7,7.3,1.1315315315315315,28.111888111888117,5
63723,31.9,22.7,40.18181818181818,82.47244434838989,7
97083,31.9,8.4,0.6765327695560254,29.753914988814323,1
42839,35.4,21.1,30.661971830985916,91.47707979626486,6
87763,45.7,9.7,0.5604075691411936,30.055523085914672,2
104205,50.7,13.9,0.29381443298969073,32.770605759682226,1
41658,33.6,30.4,32.67567567567568,84.0223097112861,1
48162,40.4,17.5,14.74074074074074,65.89166460549097,3
39792,39.3,35.3,79.8695652173913,74.34564359985659,8
38569,38.9,29.2,7.6231884057971016,70.01323918799646,5
71849,41.4,25.0,1.4854700854700855,44.70349721236695,7
60536,39.4,21.6,1.108761329305136,36.96456901110523,1
40089,41.1,38.8,1.0307941653160453,23.156827970610593,1
98007,39.1,5.5,0.9533169533169533,92.34159779614325,1
88264,32.4,12.8,2.1637010676156585,95.1537744641193,4
73021,47.9,0.7,3.3095238095238093,96.3659961064244,1
93510,37.4,4.0,0.8370672097759674,93.5865811544154,1
41371,50.4,13.8,1.5623003194888179,35.35171347590828,1
46401,62.2,9.4,1.2605633802816902,46.92820133234641,3
69637,43.4,13.3,0.781651376146789,31.49452855643832,2
88817,39.8,11.1,1.0950226244343892,21.15630129491155,4
31801,26.6,42.6,4.528735632183908,27.124446234393872,5
82451,37.9,5.3,1.2190305206463197,18.427260812581913,4
129109,49.4,4.2,0.5098634294385432,98.46225535880708,3
165188,44.3,4.6,0.7227788911155645,82.68998793727383,2
78942,36.4,26.2,3.4125,96.41025641025641,1
140795,36.1,6.4,0.8031865042174321,95.0586642599278,2
169313,36.9,4.3,1.2744186046511627,97.72891131939437,3
180515,36.4,6.1,1.4252275682704811,96.75727229375298,4
218500,34.9,1.8,2.646153846153846,95.58398679323153,6
166250,31.6,8.6,8.172043010752688,89.08857509627728,4
148542,44.9,10.6,0.2818574514038877,93.51598173515981,1
94323,30.4,15.9,9.031674208144796,68.67088607594937,1
130471,30.8,20.0,5.139186295503212,86.07879924953096,3
77969,29.3,12.2,3.8072289156626504,97.47235387045814,1
40708,36.4,25.6,1.7971274685816876,94.93371212121212,5
22943,31.6,47.0,61.69565217391305,50.90588827377957,1
122861,44.4,5.3,0.7995226730310262,98.90678941311852,1
125778,32.0,14.1,7.899280575539568,70.78353253652058,6
103971,43.3,4.6,0.8359788359788359,98.06505888951206,1
142813,37.5,10.2,3.4396887159533076,76.16226071103009,3
169709,32.7,8.6,5.150537634408602,91.01591187270502,6
136307,35.4,15.1,2.367088607594937,93.53943717796275,8
214275,33.1,10.9,1.9790697674418605,91.46589259796806,2
162500,33.9,10.7,3.0301075268817206,89.89690721649485,4
165714,38.3,4.9,1.56,88.92753623188405,4
160694,41.0,10.0,1.5362997658079625,88.55230715040507,1
167650,36.3,6.2,0.9223826714801444,97.89059706828745,3
166302,43.2,8.4,1.6332378223495703,81.50510204081633,2
129659,36.3,4.3,inf,100.0,3
79370,42.7,7.4,2.4073319755600813,96.16573902288188,3
72788,42.5,12.6,0.8708388814913449,88.81848676854267,2
97750,40.3,3.1,0.6819852941176471,98.38150289017341,2
73483,40.7,6.6,3.394904458598726,100.0,7
103578,38.8,11.0,11.282608695652174,86.28072957969866,2
69583,38.4,5.5,2.118131868131868,100.0,4
74698,38.0,18.6,3.5107296137339055,98.31440087944301,7
175813,38.5,6.9,2.7056603773584906,98.73179896665101,1
82439,38.6,16.5,2.065315315315315,99.35217903415783,2
178041,39.2,2.6,1.5809217577706323,99.16127904944959,8
90074,39.9,19.0,3.3274111675126905,96.35416666666666,8
218393,37.7,4.1,1.22,98.41427155599604,2
63010,43.4,17.5,2.886977886977887,94.11472560218525,9
139384,38.8,10.1,1.838487972508591,98.2084690553746,3
81755,49.0,6.9,0.8858520900321544,97.84200385356455,2
55521,36.5,25.2,3.4581151832460733,62.95336787564767,3
63352,34.6,25.8,7.968253968253968,97.0374510899944,2
70508,34.4,22.0,3.079155672823219,98.40255591054313,6
150854,38.5,7.7,1.6131736526946108,97.77685435279452,5
57147,35.1,16.7,3.358361774744027,95.9238017206063,5
199067,36.5,4.2,1.4938154138915318,97.76556126972868,6
66029,32.0,20.7,4.305841924398625,96.44794400699912,5
75125,39.9,14.9,2.0089285714285716,97.3669309173273,4
44013,36.9,28.3,6.618279569892473,88.71398078975453,2
97232,35.0,15.1,3.283154121863799,96.11126113961652,8
64741,45.8,9.3,2.456140350877193,80.57553956834532,3
44026,34.8,13.4,3.519607843137255,97.72554965883245,1
49565,26.9,14.1,11.277777777777779,100.0,2
76688,39.2,24.0,1.4170403587443947,98.37438423645321,2
52775,36.6,21.1,6.059523809523809,95.15677491601345,1
71375,34.8,17.8,4.111111111111111,97.8550536236594,1
75134,38.2,19.8,1.9580745341614907,97.33487833140208,3
59342,36.0,24.6,4.531157270029674,97.04770215241419,1
64107,35.7,16.6,2.605691056910569,97.81557743957028,2
118906,32.5,13.2,2.246808510638298,95.76852698993595,4
54250,40.5,27.2,3.111111111111111,96.8586387434555,1
59145,40.5,32.9,6.3522727272727275,98.2011447260834,1
52172,33.2,25.9,3.984771573604061,98.49062862829656,2
67955,32.3,30.8,2.909502262443439,87.46113989637306,4
118393,37.2,12.1,1.6192660550458715,94.0745672436751,2
134167,39.5,10.1,1.6788990825688073,95.45772187281621,4
69030,32.4,18.9,1.3740458015267176,100.0,3
114552,35.6,9.6,1.5740181268882176,93.29237071172555,4
54038,32.3,27.7,4.0688524590163935,98.57225545051129,3
58643,35.4,25.3,2.173228346456693,98.27327327327328,2
117627,36.5,14.1,4.5719063545150505,71.49947753396029,2
65313,39.2,24.1,2.3304347826086955,99.8076923076923,1
232530,32.1,6.1,1.2432432432432432,88.21729150726856,2
148438,32.0,10.9,4.766393442622951,85.20942408376963,8
80246,35.4,12.0,4.07396449704142,95.33239038189534,5
134479,36.3,7.8,1.6741405082212257,84.36191008098297,6
93750,40.7,19.5,0.9456521739130435,97.01612903225806,1
213227,36.0,2.3,1.5195530726256983,96.08147000221385,3
108654,33.5,10.8,2.2470588235294118,97.81257195486991,2
210667,37.8,2.8,0.9382239382239382,95.30740276035132,3
104191,39.6,8.5,1.1897058823529412,99.16939340548704,4
158594,35.3,6.0,2.4318706697459582,90.79448841981824,2
93117,34.9,8.3,3.135048231511254,97.95640326975476,9
163125,35.4,3.6,2.932584269662921,88.54044548651817,7
55250,47.8,18.2,0.9271356783919598,98.3615510649918,4
142750,35.0,12.0,1.95625,94.82173174872666,1
127768,38.9,3.8,1.4658753709198813,99.16897506925207,3
80476,34.6,13.6,2.2009925558312653,95.36613272311213,3
122344,35.8,10.2,3.3839285714285716,93.66306027820711,7
112596,34.9,5.3,3.5697115384615383,97.02312800549576,5
133194,32.7,9.6,1.186700767263427,99.00166389351082,1
71250,48.2,13.4,0.5229681978798587,100.0,2
143859,33.8,6.7,1.2941176470588236,97.50608272506082,1
142625,37.3,7.8,2.335714285714286,99.76608187134502,4
192411,37.9,2.4,0.9688195991091314,98.98770788141721,5
138182,38.9,6.8,1.755,96.74858223062381,4
215583,39.3,4.3,0.7171361502347418,96.10073111291632,1
186686,36.9,0.3,1.3668122270742358,91.1128903122498,3
203936,38.9,5.9,0.837037037037037,93.90290519877675,5
96411,37.0,8.9,4.755700325732899,95.39430805996089,12
168594,38.8,1.9,1.5564784053156147,91.55269509251809,5
87446,43.8,16.7,1.5044444444444445,94.88859764089122,1
145481,34.9,7.5,1.8799342105263157,83.29170829170829,3
207095,43.2,3.9,1.358974358974359,98.6753574432296,2
155873,38.3,11.0,1.7307692307692308,99.23691215616681,4
98095,43.0,14.2,0.7840531561461794,97.60023412350016,2
158269,39.5,2.4,1.5372670807453417,99.71903535471786,5
127188,39.9,2.1,1.167032967032967,98.32149774047772,5
101701,40.4,11.1,0.6316964285714286,100.0,2
73417,38.4,9.1,1.7420382165605095,98.93314366998578,2
62637,39.6,12.4,1.6437054631828978,100.0,3
164904,36.3,5.4,3.5099337748344372,85.43472875897945,4
66083,37.8,9.8,1.01841620626151,100.0,4
182401,34.7,4.9,2.370757180156658,90.66034294053266,1
46723,35.2,20.9,7.766990291262136,43.999165101231476,1
77500,46.5,10.8,0.9653179190751445,100.0,1
116842,35.3,10.8,1.561576354679803,74.7945205479452,2
68304,42.3,17.2,1.3842794759825328,99.93024066968957,4
63289,35.1,13.5,4.177631578947368,99.19809276116169,4
148051,32.5,10.8,1.7253521126760563,89.51612903225806,7
63807,34.2,18.5,1.5669014084507042,99.74928366762178,4
72806,31.4,17.9,0.9895833333333334,68.7911326636647,2
49309,39.1,30.3,1.3758241758241758,99.65068275643061,2
82500,44.0,26.4,1.5830618892508144,92.09494324045407,5
114191,41.5,5.2,0.8089304257528557,75.05434782608695,3
81719,38.9,10.4,0.7083333333333334,99.95138551288284,4
123107,32.8,10.3,6.650980392156863,79.62032384142937,1
91750,43.5,18.5,0.7328431372549019,99.78317432784041,1
142589,36.3,8.4,2.138801261829653,74.04795486600845,6
191083,33.9,8.4,1.580128205128205,87.36023334953816,4
149643,35.0,4.2,1.503961965134707,88.41068917018285,2
95104,39.0,18.3,0.4295774647887324,99.4797919167667,1
175833,36.9,4.9,1.1437908496732025,91.93336256028057,3
62723,45.3,8.9,1.1981981981981982,97.36340533672173,1
64250,36.0,28.8,1.2536764705882353,97.92130660727543,3
87850,35.6,12.4,3.5384615384615383,58.7173579109063,4
62519,37.3,24.3,2.102189781021898,98.62017059708982,2
80275,39.2,20.6,24.0,36.17204301075269,1
78272,26.5,30.9,1.47196261682243,100.0,1
109130,37.5,10.1,2.5567144719687094,68.15763219155303,3
88828,33.8,14.5,4.929530201342282,68.41541755888652,4
66169,22.5,10.9,2.4008097165991904,100.0,1
114750,33.7,11.7,3.1558752997601918,49.248389405869716,2
44716,19.4,57.8,4.892307692307693,99.5189416716777,4
63636,35.4,27.7,3.614420062695925,52.71401566297597,2
48594,21.2,46.3,3.4297520661157024,100.0,6
57457,21.0,24.2,1.5496031746031746,99.82319660537482,2
79022,20.6,9.3,1.0823970037453183,100.0,1
122400,33.3,9.5,3.1869565217391305,69.47247706422019,6
121997,32.7,13.0,2.6778042959427206,72.86532951289398,1
53208,19.1,40.1,2.329861111111111,98.16167805797784,3
150288,33.6,7.8,2.8424657534246576,72.66187050359711,2
62973,15.5,32.6,2.403458213256484,99.98442852693866,1
80000,31.5,32.7,3.082089552238806,63.86160387040023,8
40335,16.7,30.8,4.257009345794392,100.0,1
43371,20.0,44.6,3.4210526315789473,97.42148760330579,1
76528,30.6,33.9,5.228571428571429,88.00410116199589,2
56250,23.6,18.2,1.1943573667711598,99.48559670781893,1
94107,37.3,13.5,1.8686131386861313,55.462769659011826,2
58342,25.6,37.4,1.791304347826087,99.94249568717653,1
100547,35.3,10.8,2.393162393162393,48.729946524064175,8
76652,33.5,14.6,0.9931972789115646,98.33916083916084,1
63200,31.1,27.6,7.76510067114094,63.26171187037689,9
61466,32.7,16.4,0.958005249343832,100.0,3
85871,32.7,17.6,6.47808764940239,61.613566289825286,2
51875,42.3,18.5,1.3333333333333333,99.53271028037383,2
56111,31.9,32.0,4.4185303514377,48.596014492753625,7
54750,37.8,19.2,3.414918414918415,98.14119042910818,4
87981,30.2,18.7,2.259168704156479,62.759150243153314,2
83637,38.6,15.9,1.3320537428023032,100.0,1
69181,41.8,13.3,1.6722488038277512,100.0,1
106579,29.7,18.3,4.04093567251462,87.20608575380359,6
57431,39.4,29.9,3.392857142857143,97.69361495508619,3
75341,29.4,30.7,6.811881188118812,62.96641791044777,3
61118,43.3,11.4,1.2436974789915967,99.22978177150192,6
81827,30.7,34.3,84.8076923076923,58.95712209302326,5
107760,42.4,11.0,0.7780269058295964,98.1311835837303,1
77546,32.2,19.6,2.8260869565217392,37.10608078118065,4
73029,38.9,15.4,2.8028846153846154,99.43477277865702,4
77545,34.1,22.4,3.1258278145695364,51.158347265345114,5
51724,35.6,15.1,1.4043010752688172,100.0,3
121771,36.0,9.7,2.7419354838709675,58.030206339076784,3
89573,33.2,16.6,2.1963824289405687,63.42988808426596,4
96016,33.4,13.7,4.720833333333333,34.05347015933027,4
64286,40.7,22.9,1.8459958932238194,100.0,2
95735,35.2,12.4,1.6568265682656826,24.62121212121212,1
51738,48.0,15.2,1.0411255411255411,98.92784700086932,1
85466,35.5,20.2,1.8125960061443933,32.26837060702875,3
60652,39.0,16.7,4.32806324110672,99.19786096256684,6
67926,32.0,20.7,3.734328358208955,26.464983325393042,4
