GEOID,NAME,B01002_001_estimate,B01003_001_estimate,B02001_001_estimate,B02001_003_estimate,med_inc_estimate,B25003_002_estimate,B25003_003_estimate,S1701_C03_001_estimate,B01002_001_moe,B01003_001_moe,B02001_001_moe,B02001_003_moe,med_inc_moe,B25003_002_moe,B25003_003_moe,S1701_C03_001_moe
36081045200,Census Tract 452; Queens County; New York,56.3,1332,1332,108,71550,168,63,9.6,7,300,300,28,42771,62,35,9
36081045400,Census Tract 454; Queens County; New York,42,4793,4793,487,65610,691,1005,18.9,3.8,891,891,237,16111,243,291,9.2
36081045500,Census Tract 455; Queens County; New York,33.2,13869,13869,5273,75033,0,4482,21.2,1.6,2189,2189,1398,16353,21,341,8.1
36081045600,Census Tract 456; Queens County; New York,49.5,1244,1244,7,75500,368,40,9.2,6.2,269,269,9,62204,139,26,5.3
36081045700,Census Tract 457; Queens County; New York,34.8,3735,3735,13,78500,452,750,8.4,4.1,585,585,21,16540,137,194,7.2
36081045800,Census Tract 458; Queens County; New York,38,2516,2516,401,80380,352,371,4.8,4.5,443,443,272,20199,94,86,3.3
36081045900,Census Tract 459; Queens County; New York,35.4,4025,4025,2,78104,385,634,7.4,6,785,785,5,14285,90,183,3
36081046000,Census Tract 460; Queens County; New York,34.2,6259,6259,1122,67267,432,1496,12.3,5,867,867,366,8517,165,165,5
36081046100,Census Tract 461; Queens County; New York,34.7,2482,2482,12,69750,157,544,11.1,2.4,432,432,10,16722,41,89,6.8
36081046200,Census Tract 462; Queens County; New York,40.8,6079,6079,1240,56062,554,1444,7.9,6.2,1087,1087,342,4033,155,389,4.3
36081046300,Census Tract 463; Queens County; New York,34.5,4097,4097,155,70451,236,822,9.8,2.4,555,555,193,8897,82,146,5.6
36081046400,Census Tract 464; Queens County; New York,32.7,2176,2176,441,109076,317,262,9.1,5.3,331,331,143,20507,91,55,6
36081046500,Census Tract 465; Queens County; New York,31.1,4575,4575,9,76833,245,811,11.3,4.8,740,740,14,16204,104,101,5.3
36081046600,Census Tract 466; Queens County; New York,37.4,4806,4806,1174,71538,394,1004,16,2.4,735,735,476,10296,123,162,9.5
36081046700,Census Tract 467; Queens County; New York,35.6,7177,7177,111,65564,105,2023,7.3,3.2,1025,1025,109,12795,83,235,6.6
36081046800,Census Tract 468; Queens County; New York,40.7,3726,3726,652,81280,646,377,15.2,3.4,699,699,363,18869,103,112,8.6
36081046901,Census Tract 469.01; Queens County; New York,35.2,5055,5055,167,67381,322,1076,10.8,5.6,1155,1155,163,14497,162,185,6.4
36081046902,Census Tract 469.02; Queens County; New York,40.7,3765,3765,58,78646,221,918,14.9,5.8,581,581,58,19054,76,109,10.1
36081047000,Census Tract 470; Queens County; New York,44.1,3473,3473,91,65833,554,442,20.3,5.8,678,678,74,47617,82,267,11.2
36081047100,Census Tract 471; Queens County; New York,42.5,4691,4691,8,55068,268,1234,10.1,6.1,844,844,8,12691,94,299,6.6
36081047200,Census Tract 472; Queens County; New York,52.3,4036,4036,1031,116101,735,628,4.6,6,563,563,280,12192,171,196,4.3
36081047300,Census Tract 473; Queens County; New York,40,4407,4407,40,65538,693,975,5.7,2,589,589,46,10678,123,193,2.4
36081047500,Census Tract 475; Queens County; New York,38.1,5262,5262,67,79631,474,1246,10.4,1.6,619,619,60,7281,97,265,4.1
36081047600,Census Tract 476; Queens County; New York,51.5,1436,1436,153,109846,461,80,5.6,5.8,289,289,94,56887,92,87,4.1
36081047801,Census Tract 478.01; Queens County; New York,56.7,3455,3455,332,39962,1497,385,21.6,2.1,633,633,162,32748,310,284,11.1
36081047802,Census Tract 478.02; Queens County; New York,41.7,1385,1385,614,91483,200,203,6.6,2.8,330,330,317,30248,49,108,6.8
36081047900,Census Tract 479; Queens County; New York,36.2,5903,5903,202,79796,494,1356,10.7,3.9,1019,1019,133,12769,131,284,4.7
36081048000,Census Tract 480; Queens County; New York,47.7,2375,2375,67,92984,513,183,7,7,508,508,71,25200,158,74,7.9
36081048100,Census Tract 481; Queens County; New York,39.6,7021,7021,145,69063,458,1377,12.3,2.6,1213,1213,82,15260,169,306,7.1
36081048200,Census Tract 482; Queens County; New York,52.7,1344,1344,434,70766,198,215,10.8,8.2,249,249,171,8296,51,88,8.9
36081048301,Census Tract 483.01; Queens County; New York,37.9,2178,2178,10,69556,302,429,15.3,4.5,349,349,16,26558,163,91,9
36081048302,Census Tract 483.02; Queens County; New York,35.6,2424,2424,0,86250,163,479,9.4,2.8,484,484,13,13852,60,148,5
36081048400,Census Tract 484; Queens County; New York,35.3,4997,4997,1327,77014,792,517,6.6,6.2,826,826,485,10354,166,157,4.5
36081048500,Census Tract 485; Queens County; New York,35.9,4631,4631,73,73362,764,848,11.7,6.6,757,757,63,23042,210,174,6.4
36081048900,Census Tract 489; Queens County; New York,39,1633,1633,28,56600,266,256,17.6,5.9,415,415,26,11808,214,70,11.5
36081049201,Census Tract 492.01; Queens County; New York,41.3,3175,3175,2008,66992,80,1225,8.6,7,430,430,472,31196,76,154,4.1
36081049202,Census Tract 492.02; Queens County; New York,34.9,2540,2540,836,104076,486,118,13.1,4.4,659,659,444,42067,139,70,16.4
36081049301,Census Tract 493.01; Queens County; New York,43.6,2357,2357,0,71950,441,316,19.4,4.9,422,422,13,18412,103,87,12.5
36081049302,Census Tract 493.02; Queens County; New York,37.2,3171,3171,50,63125,411,527,19.1,5.1,690,690,34,54336,235,99,11.9
36081049500,Census Tract 495; Queens County; New York,44.3,1592,1592,130,95375,197,326,8.3,16.9,318,318,202,19710,61,80,7.3
36081049600,Census Tract 496; Queens County; New York,51,3042,3042,1250,100809,803,113,9,3.4,528,528,536,22572,113,68,5.5
36081049700,Census Tract 497; Queens County; New York,41.2,3123,3123,7,63250,489,462,5.8,9.8,856,856,5,29895,141,164,4
36081049900,Census Tract 499; Queens County; New York,35.5,5440,5440,46,80290,650,949,8.1,2.7,878,878,49,15537,123,151,4.4
36081050000,Census Tract 500; Queens County; New York,37.3,4840,4840,3340,80513,129,1468,5.3,3.8,741,741,670,18120,58,193,2.9
36081050201,Census Tract 502.01; Queens County; New York,44.5,1471,1471,1150,84233,353,116,9.7,7,303,303,315,13843,91,68,8.4
36081050202,Census Tract 502.02; Queens County; New York,42.2,1363,1363,805,78750,326,90,13.6,9.5,221,221,207,22491,59,41,9
36081050400,Census Tract 504; Queens County; New York,41.9,1852,1852,1337,108598,365,186,11.1,6.9,342,342,372,20404,58,97,6.6
36081050500,Census Tract 505; Queens County; New York,37.8,1925,1925,29,97750,322,269,6.2,6.9,468,468,48,47715,102,86,4.3
36081050600,Census Tract 506; Queens County; New York,46.2,1451,1451,1068,138000,360,68,9.6,8.6,342,342,343,41867,70,39,10.4
36081050700,Census Tract 507; Queens County; New York,48.3,3458,3458,0,82703,630,645,8.3,4.2,567,567,13,24261,133,202,4.4
36081050800,Census Tract 508; Queens County; New York,40.3,1756,1756,1554,73333,392,268,12.4,5.1,391,391,401,27266,114,96,8
36081051000,Census Tract 510; Queens County; New York,38.6,1952,1952,1409,107601,362,91,15.7,6.6,387,387,386,17795,74,64,8.9
36081051100,Census Tract 511; Queens County; New York,43.8,2738,2738,29,118375,503,302,8,6.4,430,430,32,18312,114,80,5.7
36081051200,Census Tract 512; Queens County; New York,35.2,2786,2786,2072,115000,567,109,7.7,5.1,545,545,511,38295,103,56,5.5
36081051300,Census Tract 513; Queens County; New York,37.4,2768,2768,26,106949,438,387,14.6,5.6,382,382,42,18170,103,67,5.9
36081051500,Census Tract 515; Queens County; New York,39.3,3448,3448,20,100864,778,363,2.9,3.3,581,581,34,10729,166,94,2.1
36081051600,Census Tract 516; Queens County; New York,39.5,2209,2209,1687,111750,417,180,8.2,6.8,489,489,300,43098,100,63,6.7
36081051700,Census Tract 517; Queens County; New York,45.2,1928,1928,5,118587,421,339,6.7,6.1,298,298,11,16783,98,111,4
36081051800,Census Tract 518; Queens County; New York,36.7,2250,2250,1830,103456,528,87,8.2,7.5,454,454,437,30688,86,68,5.9
36081052000,Census Tract 520; Queens County; New York,40.8,1448,1448,1206,82426,332,140,7.6,3.7,262,262,277,20141,63,76,4.1
36081052100,Census Tract 521; Queens County; New York,43.6,1969,1969,42,106150,407,282,8.1,14.4,412,412,49,25950,72,105,4.8
36081052200,Census Tract 522; Queens County; New York,41.9,1810,1810,1405,72063,430,67,16.7,4.2,354,354,263,24954,67,37,9.9
36081052400,Census Tract 524; Queens County; New York,37.6,2155,2155,1774,107135,472,116,11.9,4.4,404,404,422,18025,70,73,7.3
36081052500,Census Tract 525; Queens County; New York,40,2575,2575,79,76827,470,341,8.9,8.9,373,373,91,22069,74,85,6.5
36081052600,Census Tract 526; Queens County; New York,44,2449,2449,1937,89051,539,222,3.9,8.4,459,459,381,19278,186,105,2.8
36081052800,Census Tract 528; Queens County; New York,41.7,1513,1513,1139,84113,343,171,7.1,9,382,382,269,25001,84,75,5.7
36081053000,Census Tract 530; Queens County; New York,37.1,2756,2756,2247,125938,553,95,5.2,5.7,548,548,580,21411,76,59,4.2
36081053100,Census Tract 531; Queens County; New York,48,3202,3202,2,62143,649,687,7.7,6.5,644,644,2,19886,182,161,4.5
36081053200,Census Tract 532; Queens County; New York,36.4,2358,2358,1817,88802,486,127,7.5,8.1,333,333,349,23955,77,67,6.3
36081053401,Census Tract 534.01; Queens County; New York,42.9,2087,2087,1818,127000,445,125,2,8.4,521,521,528,28567,86,65,1.4
36081053501,Census Tract 535.01; Queens County; New York,39.8,1272,1272,0,82697,176,295,14,10.2,376,376,13,49424,160,66,9.9
36081053800,Census Tract 538; Queens County; New York,39.2,1655,1655,1415,103618,365,68,9,1.8,346,346,333,32129,83,46,5.6
36081053901,Census Tract 539.01; Queens County; New York,34.4,4367,4367,196,88585,582,955,8.2,6,623,623,122,13332,116,214,4.4
36081054000,Census Tract 540; Queens County; New York,39.7,3943,3943,1917,60329,822,479,14.6,5.4,771,771,609,43618,243,134,7.2
36081054200,Census Tract 542; Queens County; New York,43.9,5559,5559,1584,81439,1321,327,11.1,4.9,973,973,506,30524,367,117,5.8
36081054500,Census Tract 545; Queens County; New York,35.9,3749,3749,22,59980,274,1103,12.2,4.6,608,608,33,21838,228,150,4.9
36081054700,Census Tract 547; Queens County; New York,29.8,4953,4953,207,111641,253,1229,11.5,2.8,775,775,117,27654,206,157,8.4
36081054800,Census Tract 548; Queens County; New York,42.1,2472,2472,521,103333,539,143,8.4,5.2,410,410,283,38612,122,57,6.9
36081054900,Census Tract 549; Queens County; New York,32.1,5800,5800,207,89283,64,1519,13.8,2.8,810,810,103,6813,51,145,6.6
36081055100,Census Tract 551; Queens County; New York,34,4398,4398,396,81000,123,1467,16.8,6,637,637,251,26705,57,138,5.1
36081055200,Census Tract 552; Queens County; New York,41,2990,2990,300,66357,465,523,7.6,9,539,539,165,11334,106,102,6.1
36081055300,Census Tract 553; Queens County; New York,29.9,3133,3133,118,84315,93,924,12.6,2.3,522,522,77,7687,52,125,7
36081055400,Census Tract 554; Queens County; New York,45.8,2751,2751,147,90685,405,366,11.1,3.4,480,480,102,12769,88,104,7
36081055500,Census Tract 555; Queens County; New York,37.6,2168,2168,184,75917,197,536,12.9,4.5,422,422,159,27149,60,134,6.8
36081055600,Census Tract 556; Queens County; New York,44.1,2355,2355,260,122357,573,127,7.5,6.1,469,469,101,20138,118,65,5.1
36081055700,Census Tract 557; Queens County; New York,33.6,4025,4025,197,86346,244,1168,10.1,2.7,602,602,108,11475,99,166,6.2
36081055800,Census Tract 558; Queens County; New York,52.2,1795,1795,197,80536,531,171,9.6,6.2,324,324,126,39531,181,105,7.2
36081055900,Census Tract 559; Queens County; New York,32.6,1158,1158,78,77188,98,249,17.7,5.2,283,283,57,18180,38,68,7.6
36081056000,Census Tract 560; Queens County; New York,43.4,1681,1681,81,106667,363,77,4.2,4.9,350,350,79,22913,54,39,4.4
36081056200,Census Tract 562; Queens County; New York,53,1399,1399,206,96528,465,36,1.2,5.4,312,312,102,47918,175,40,2.4
36081056400,Census Tract 564; Queens County; New York,48.3,1365,1365,70,86667,280,178,7.4,5.3,379,379,60,62671,73,112,6.4
36081056500,Census Tract 565; Queens County; New York,33.1,1797,1797,90,118319,267,334,4,4.3,331,331,57,14069,72,150,2.1
36081056600,Census Tract 566; Queens County; New York,49.4,1369,1369,398,70938,286,176,22.4,12.4,347,347,132,30872,39,140,19.4
36081056700,Census Tract 567; Queens County; New York,37.6,4971,4971,201,107540,908,693,4.9,1.9,871,871,157,22975,157,190,4.3
36081056800,Census Tract 568; Queens County; New York,46.9,4901,4901,2989,106354,1001,550,6.2,1.6,660,660,673,26306,240,143,2.9
36081057700,Census Tract 577; Queens County; New York,37.3,4056,4056,8,83438,404,1053,13.9,8,798,798,12,11756,119,193,9.4
36081057900,Census Tract 579; Queens County; New York,37.5,1692,1692,44,70841,146,459,12.6,2.8,356,356,64,6933,73,109,6.5
36081058000,Census Tract 580; Queens County; New York,42.5,4329,4329,3097,122411,882,222,4.4,6,962,962,570,19204,150,107,4.2
36081058100,Census Tract 581; Queens County; New York,37.7,2870,2870,108,74085,435,769,7.2,4.1,734,734,140,24910,132,266,4.5
36081058200,Census Tract 582; Queens County; New York,37.4,5502,5502,3746,116369,1214,309,5.2,4.7,1035,1035,1049,39034,268,126,3.9
36081058300,Census Tract 583; Queens County; New York,36.2,3757,3757,135,103774,340,1039,8.3,3,478,478,83,22234,93,161,6.4
36081058500,Census Tract 585; Queens County; New York,36.2,4614,4614,196,86667,335,1327,9.9,2.3,575,575,139,12302,128,191,5.4
36081058700,Census Tract 587; Queens County; New York,41.5,3080,3080,86,98016,292,991,6.5,4.4,448,448,83,16911,116,179,4.5
36081058900,Census Tract 589; Queens County; New York,33.5,4833,4833,106,75089,130,1762,20.8,2.3,563,563,83,26260,69,238,8.4
36081059000,Census Tract 590; Queens County; New York,48.8,1186,1186,824,86000,340,62,7.7,9.4,328,328,180,24044,64,35,5.1
36081059100,Census Tract 591; Queens County; New York,38.3,5332,5332,175,72671,497,1705,14.2,3.7,798,798,172,11819,198,302,9.6
36081059200,Census Tract 592; Queens County; New York,44.8,1510,1510,1361,97250,419,42,15.9,8.3,291,291,317,44907,118,38,12.3
36081059300,Census Tract 593; Queens County; New York,36.4,4115,4115,91,78462,420,1074,16.3,2.7,747,747,83,24734,145,163,9.8
36081059400,Census Tract 594; Queens County; New York,46.9,1770,1770,1601,149904,523,20,0,8.6,356,356,350,20688,61,15,2.2
36081059501,Census Tract 595.01; Queens County; New York,37.9,1635,1635,19,75250,206,406,17.9,8.9,333,333,27,26417,79,106,10.6
36081059502,Census Tract 595.02; Queens County; New York,31,3220,3220,17,59386,245,658,18.8,10.7,672,672,21,36440,114,192,14
36081059600,Census Tract 596; Queens County; New York,52.5,1539,1539,1199,88913,530,24,5.2,3.9,316,316,287,43362,189,23,3.9
36081059800,Census Tract 598; Queens County; New York,35,1801,1801,1656,103203,352,185,4.1,10,581,581,593,22253,55,104,4.9
36081059900,Census Tract 599; Queens County; New York,43.9,1449,1449,44,84125,273,208,14.5,5.8,320,320,48,23255,52,72,11.5
36081060000,Census Tract 600; Queens County; New York,51.2,1012,1012,870,94583,383,48,8.9,10.6,188,188,183,49423,96,30,8.5
36081060100,Census Tract 601; Queens County; New York,39.4,2275,2275,30,88750,393,417,11.9,2.5,360,360,26,30587,120,83,7.5
36081060300,Census Tract 603; Queens County; New York,36.4,2011,2011,0,90938,349,340,17.8,8.4,428,428,13,30750,114,105,10.4
36081060600,Census Tract 606; Queens County; New York,50.5,1332,1332,1268,98661,447,71,11.7,2.8,251,251,242,52940,42,72,6.1
36081060800,Census Tract 608; Queens County; New York,41.9,1605,1605,1464,130208,366,89,6.4,8.6,372,372,377,49652,58,60,4.3
36081061000,Census Tract 610; Queens County; New York,49.4,1583,1583,1517,107115,409,49,4,12.6,200,200,181,64819,60,42,5.8
36081061200,Census Tract 612; Queens County; New York,49.4,2032,2032,1853,127420,475,46,1.6,5.7,468,468,432,18073,106,38,1.9
36081061301,Census Tract 613.01; Queens County; New York,36.9,5070,5070,177,72055,394,1365,11.6,4.1,843,843,148,15014,107,200,4.9
36081061400,Census Tract 614; Queens County; New York,46.2,1517,1517,1341,144500,384,48,2.2,7.5,299,299,311,16200,106,34,2.1
36081061601,Census Tract 616.01; Queens County; New York,41.8,2561,2561,2433,101250,733,66,3.4,7.6,490,490,504,27293,113,54,3.3
36081061602,Census Tract 616.02; Queens County; New York,52.5,1013,1013,621,121058,311,50,3.2,3.2,145,145,171,23745,52,46,2.9
36081061800,Census Tract 618; Queens County; New York,41.5,1809,1809,1413,96587,558,159,3.6,8.6,318,318,287,15077,66,76,3
36081061900,Census Tract 619; Queens County; New York,33.6,3543,3543,49,82500,504,666,13.7,3.4,774,774,64,49876,153,188,8.9
36081062000,Census Tract 620; Queens County; New York,43.2,1370,1370,1211,112409,454,49,2.6,2.9,224,224,203,30476,81,36,2.1
36081062100,Census Tract 621; Queens County; New York,39.5,3053,3053,214,87955,380,616,6.8,3.6,609,609,175,20948,113,166,4.8
36081062200,Census Tract 622; Queens County; New York,52.3,2043,2043,1821,115347,578,81,6.2,7.2,449,449,406,37432,85,45,3.1
36081062300,Census Tract 623; Queens County; New York,43.6,2212,2212,177,77986,392,487,14.4,6.8,436,436,176,15908,133,81,12.9
36081062500,Census Tract 625; Queens County; New York,39.5,2570,2570,96,74432,385,524,7,4.5,448,448,95,21838,119,92,3.2
36081062600,Census Tract 626; Queens County; New York,38.3,2994,2994,2509,111659,794,95,4.1,4.3,493,493,498,18612,95,57,2.6
36081062700,Census Tract 627; Queens County; New York,41.9,2860,2860,3,76447,606,498,3.2,9.3,528,528,3,24789,171,171,2.6
36081062900,Census Tract 629; Queens County; New York,33.9,3476,3476,75,94055,325,890,8.1,6.6,488,488,81,4556,92,277,5.9
36081063000,Census Tract 630; Queens County; New York,47.8,1457,1457,1364,116034,472,116,2.7,2.2,249,249,254,19823,109,60,2.9
36081063200,Census Tract 632; Queens County; New York,39.9,2534,2534,2374,120764,640,55,4.9,3.2,399,399,417,21242,113,42,4.9
36081063301,Census Tract 633.01; Queens County; New York,36.1,1636,1636,87,101548,259,251,2.3,4.8,312,312,95,17199,55,79,2
36081063302,Census Tract 633.02; Queens County; New York,41.6,1910,1910,0,134205,348,233,8.5,4.2,560,560,13,44574,80,116,11.1
36081063500,Census Tract 635; Queens County; New York,45.7,2604,2604,21,105125,673,252,8.1,8.7,518,518,19,37362,156,76,3.8
36081063700,Census Tract 637; Queens County; New York,44.4,3636,3636,28,99611,955,318,16.1,5.1,656,656,4,8650,194,167,9.2
36081063800,Census Tract 638; Queens County; New York,43.8,3550,3550,3045,116859,966,124,10.7,3.8,663,663,675,35908,181,73,7.4
36081063900,Census Tract 639; Queens County; New York,37.4,3160,3160,355,113409,570,472,6.4,10,760,760,399,46545,130,132,3.7
36081064101,Census Tract 641.01; Queens County; New York,44.9,2489,2489,7,84291,882,79,3.7,3.1,360,360,11,10280,103,57,2.1
36081064500,Census Tract 645; Queens County; New York,40.5,2034,2034,89,92313,426,345,14.8,1.4,390,390,94,25937,76,157,14.3
36081064600,Census Tract 646; Queens County; New York,47.2,3402,3402,3065,118375,924,180,3.6,3.6,412,412,430,12789,122,63,2.5
36081065000,Census Tract 650; Queens County; New York,50.4,2577,2577,2475,121667,706,134,7.9,8.1,435,435,432,12945,127,59,4.5
36081065401,Census Tract 654.01; Queens County; New York,35,3616,3616,2479,101500,579,359,10.1,3.2,547,547,462,16061,114,119,7.3
36081065600,Census Tract 656; Queens County; New York,48.6,4125,4125,2895,103438,922,588,3.6,3.1,824,824,652,21615,182,238,2.2
36081065702,Census Tract 657.02; Queens County; New York,45.2,1430,1430,10,84327,335,264,3.1,3.3,222,222,16,14145,58,74,2.7
36081065703,Census Tract 657.03; Queens County; New York,51.7,2916,2916,21,110882,623,391,3.7,18.6,838,838,28,21773,208,87,3.2
36081065900,Census Tract 659; Queens County; New York,44.2,1905,1905,0,111731,520,108,5.3,8.7,377,377,13,35838,84,50,3.1
36081066000,Census Tract 660; Queens County; New York,42.1,3185,3185,2632,82173,735,396,3.4,6.8,445,445,432,11797,147,236,4.3
36081066100,Census Tract 661; Queens County; New York,53.6,1581,1581,0,107361,566,58,5,7.9,203,203,13,55992,68,33,2.9
36081066301,Census Tract 663.01; Queens County; New York,47.1,2944,2944,16,118333,850,152,2.2,4.6,324,324,22,35045,148,45,1.4
36081066402,Census Tract 664.02; Queens County; New York,49,3260,3260,2954,104333,817,213,2.6,4.8,587,587,572,16654,142,106,2.2
36081066403,Census Tract 664.03; Queens County; New York,34.6,6062,6062,5471,102297,844,770,18.8,4.3,1457,1457,1471,29301,200,341,16.9
36081066501,Census Tract 665.01; Queens County; New York,45.2,4059,4059,18,82356,855,696,6.2,5.1,695,695,41,25765,206,191,3.3
36081066701,Census Tract 667.01; Queens County; New York,39.5,2718,2718,8,117500,554,320,12.3,7,583,583,14,24103,116,133,10.9
36081066900,Census Tract 669; Queens County; New York,35.2,1758,1758,0,95208,296,356,8.7,5.6,287,287,13,23237,77,85,6.9
36081067100,Census Tract 671; Queens County; New York,47.4,2414,2414,0,114764,820,103,6.5,3.6,328,328,13,20903,138,52,3.1
36081067700,Census Tract 677; Queens County; New York,50,1901,1901,0,115250,584,121,4.5,2.8,244,244,13,54052,87,45,2.8
36081067900,Census Tract 679; Queens County; New York,43,4427,4427,155,60840,361,1388,12.9,5.7,531,531,103,13448,125,183,5.2
36081068000,Census Tract 680; Queens County; New York,43,5652,5652,5266,128571,1288,316,4.5,5.3,789,789,764,21262,254,131,2.8
36081068200,Census Tract 682; Queens County; New York,41.3,1076,1076,898,92656,253,101,6.3,7.4,246,246,239,33379,61,42,5.3
36081068300,Census Tract 683; Queens County; New York,47.9,4261,4261,287,66354,785,830,13.1,4.1,490,490,192,12214,170,159,6.7
36081068700,Census Tract 687; Queens County; New York,48.5,4610,4610,43,68566,715,1330,6.4,4.7,697,697,54,21967,155,415,3
36081069000,Census Tract 690; Queens County; New York,35.9,4332,4332,3543,127019,651,460,3.2,4.8,736,736,729,24577,148,133,2.3
36081069300,Census Tract 693; Queens County; New York,38.7,3123,3123,93,72125,299,959,6.3,4.5,648,648,81,27172,119,183,4
36081069400,Census Tract 694; Queens County; New York,40.7,3573,3573,2962,105708,611,514,6.8,5.9,630,630,541,23104,110,163,3.6
36081069500,Census Tract 695; Queens County; New York,53.2,2417,2417,105,116125,437,403,13.3,6.6,391,391,127,17346,82,78,10.4
36081069701,Census Tract 697.01; Queens County; New York,36.7,4460,4460,250,101168,254,1521,7.8,3.4,543,543,167,8346,86,172,5
36081069702,Census Tract 697.02; Queens County; New York,42.4,4309,4309,165,84991,1143,444,12,5.7,701,701,235,24360,275,121,5.5
36081070300,Census Tract 703; Queens County; New York,45.1,2114,2114,3,91278,541,368,9,4,324,324,8,23319,139,126,7.1
36081070700,Census Tract 707; Queens County; New York,47.4,2661,2661,28,108616,798,203,2.3,3.6,336,336,37,19884,108,72,1.4
36081070900,Census Tract 709; Queens County; New York,36.2,2950,2950,80,109595,598,540,10,4.2,496,496,97,16670,91,192,5.6
36081071100,Census Tract 711; Queens County; New York,46.9,6044,6044,133,102734,1812,1101,5.2,3.9,722,722,83,35560,386,180,3.3
36081071303,Census Tract 713.03; Queens County; New York,44.3,5509,5509,138,98155,1010,1615,5.8,2.9,773,773,140,17944,215,318,4.2
36081071304,Census Tract 713.04; Queens County; New York,45.1,6195,6195,21,100199,1585,1558,12.7,3.1,711,711,33,29670,337,276,5.8
36081071305,Census Tract 713.05; Queens County; New York,35.9,5576,5576,155,108007,501,1988,4.1,6.1,874,874,137,13109,116,257,2.5
36081071306,Census Tract 713.06; Queens County; New York,38.9,6882,6882,874,81458,670,2393,14.1,4.1,1258,1258,737,29311,187,441,5.4
36081071701,Census Tract 717.01; Queens County; New York,40,5164,5164,171,55526,1105,1281,18.7,5.5,1015,1015,123,10756,308,258,8.7
36081071702,Census Tract 717.02; Queens County; New York,43.9,4438,4438,147,99719,1160,879,13,1.8,480,480,96,28571,196,214,5.1
36081071900,Census Tract 719; Queens County; New York,39.6,3475,3475,69,63125,274,769,16.5,4.1,580,580,60,13439,103,135,9.3
36081072100,Census Tract 721; Queens County; New York,39.8,5349,5349,68,98207,1349,730,7.1,8.3,967,967,67,54229,360,203,3.8
36081072300,Census Tract 723; Queens County; New York,46.4,2307,2307,138,198750,770,78,2.9,5.2,334,334,118,73289,156,37,2.3
36081072900,Census Tract 729; Queens County; New York,48.1,1366,1366,0,127292,408,67,6,6.7,261,261,13,71150,77,34,5.2
36081073100,Census Tract 731; Queens County; New York,39.7,1777,1777,0,159279,453,142,3.8,8,236,236,13,14886,61,49,4.3
36081073700,Census Tract 737; Queens County; New York,46.4,2151,2151,19,117568,412,712,5,5.2,248,248,22,20543,95,113,3.3
36081073900,Census Tract 739; Queens County; New York,46.9,5480,5480,200,113333,1266,1318,3.3,4.2,723,723,146,13791,279,244,2.2
36081074100,Census Tract 741; Queens County; New York,51.7,2984,2984,256,101528,1032,515,6.5,2.7,520,520,342,22923,159,168,4
36081074300,Census Tract 743; Queens County; New York,41.8,3979,3979,170,76063,810,862,8,3.8,777,777,142,6918,147,212,4.4
36081074500,Census Tract 745; Queens County; New York,51.3,3951,3951,414,53716,382,1208,18.5,4.9,614,614,364,15254,114,222,7.3
36081074700,Census Tract 747; Queens County; New York,50.5,3223,3223,84,106964,642,610,9.5,7.9,586,586,83,21344,172,152,6.1
36081074900,Census Tract 749; Queens County; New York,44.9,1501,1501,18,222083,418,132,3.3,3.9,244,244,28,18957,53,60,2.9
36081075701,Census Tract 757.01; Queens County; New York,46.4,4845,4845,170,111744,1477,945,4,2.7,756,756,168,19688,229,243,3.9
36081075702,Census Tract 757.02; Queens County; New York,50.1,5313,5313,208,118859,1662,764,5.6,5.8,1088,1088,133,25033,299,195,4
36081076901,Census Tract 769.01; Queens County; New York,46.5,4912,4912,145,99122,1213,1190,4.8,6.4,725,725,104,25813,313,210,3
36081076902,Census Tract 769.02; Queens County; New York,32.6,1245,1245,2,113042,122,463,4.3,2.8,181,181,7,30076,36,77,2.8
36081077300,Census Tract 773; Queens County; New York,43.6,2172,2172,109,101750,724,325,5.7,6.3,278,278,69,23244,123,90,3.7
36081077500,Census Tract 775; Queens County; New York,47.5,2151,2151,66,100750,296,726,5.5,7.1,410,410,55,35579,88,182,4.7
36081077902,Census Tract 779.02; Queens County; New York,37.6,5082,5082,338,102581,1129,677,15.2,4.8,948,948,363,19353,151,391,13.3
36081077903,Census Tract 779.03; Queens County; New York,39.4,3553,3553,70,98194,535,638,6.6,6.8,688,688,80,26431,162,118,4.7
36081077904,Census Tract 779.04; Queens County; New York,35,6142,6142,204,104840,940,1155,5.6,4.1,1155,1155,283,19698,172,305,3.3
36081077905,Census Tract 779.05; Queens County; New York,46.7,2904,2904,638,91927,976,339,9.9,6.4,656,656,292,18811,226,134,4.9
36081077906,Census Tract 779.06; Queens County; New York,38,3494,3494,223,81269,839,473,10.2,8.8,506,506,222,13540,150,158,6
36081077907,Census Tract 779.07; Queens County; New York,30.7,3642,3642,480,71136,210,912,19,9,595,595,391,37606,91,197,11.7
36081077908,Census Tract 779.08; Queens County; New York,30.9,3197,3197,989,78375,26,1125,26.3,2.7,452,452,413,28777,31,116,13.3
36081078800,Census Tract 788; Queens County; New York,34.7,1916,1916,1252,98750,369,201,6,3.9,478,478,373,35940,119,85,4.5
36081079000,Census Tract 790; Queens County; New York,40.5,2682,2682,1566,94185,422,411,10.4,6.4,492,492,451,16751,85,136,8.2
36081079200,Census Tract 792; Queens County; New York,42.5,2660,2660,1550,74474,533,341,8,7.4,571,571,363,26944,171,115,4.4
