GEOID,NAME,B01002_001_estimate,B01003_001_estimate,B02001_001_estimate,B02001_003_estimate,med_inc_estimate,B25003_002_estimate,B25003_003_estimate,S1701_C03_001_estimate,B01002_001_moe,B01003_001_moe,B02001_001_moe,B02001_003_moe,med_inc_moe,B25003_002_moe,B25003_003_moe,S1701_C03_001_moe
36047004900,Census Tract 49; Kings County; New York,41,2839,2839,325,160694,427,656,10,2,412,412,161,31471,117,114,4.4
36047005000,Census Tract 50; Kings County; New York,43.9,2409,2409,72,127431,618,434,6.3,2.9,371,371,80,38779,104,104,4.6
36047005100,Census Tract 51; Kings County; New York,36.3,2797,2797,59,167650,554,511,6.2,1.1,605,605,61,43271,121,134,3.3
36047005201,Census Tract 52.01; Kings County; New York,55.2,1680,1680,17,22625,172,797,26.1,11.8,270,270,19,20655,46,117,7.7
36047005202,Census Tract 52.02; Kings County; New York,50.8,2960,2960,36,103673,734,773,8.3,4.3,310,310,43,14070,160,145,4.9
36047005301,Census Tract 53.01; Kings County; New York,43.2,2352,2352,435,166302,349,570,8.4,2.8,445,445,361,25301,117,82,4.1
36047005302,Census Tract 53.02; Kings County; New York,36.3,93,93,0,129659,0,37,4.3,16.3,77,77,13,27435,13,24,9.6
36047005400,Census Tract 54; Kings County; New York,42.7,3234,3234,124,79370,491,1182,7.4,6.5,489,489,163,10907,127,211,3.5
36047005601,Census Tract 56.01; Kings County; New York,42.5,2683,2683,300,72788,751,654,12.6,6.4,503,503,406,26249,288,137,13.3
36047005602,Census Tract 56.02; Kings County; New York,40.3,1730,1730,28,97750,544,371,3.1,9,312,312,25,21156,133,66,1.9
36047005800,Census Tract 58; Kings County; New York,40.7,3068,3068,0,73483,314,1066,6.6,2.3,449,449,13,9708,98,146,3.6
36047005900,Census Tract 59; Kings County; New York,38.8,1261,1261,173,103578,46,519,11,3.8,177,177,120,17587,30,71,5.4
36047006000,Census Tract 60; Kings County; New York,38.4,3281,3281,0,69583,364,771,5.5,2.2,596,596,13,31857,129,139,4.1
36047006200,Census Tract 62; Kings County; New York,38,2729,2729,46,74698,233,818,18.6,2.7,628,628,37,14008,70,131,9.9
36047006300,Census Tract 63; Kings County; New York,38.5,2129,2129,27,175813,265,717,6.9,1.4,315,315,28,18860,70,148,5.1
36047006400,Census Tract 64; Kings County; New York,38.6,3396,3396,22,82439,444,917,16.5,3.2,410,410,26,23267,88,158,10.3
36047006500,Census Tract 65; Kings County; New York,39.2,5723,5723,48,178041,933,1475,2.6,2.7,1205,1205,53,29505,298,234,1.6
36047006600,Census Tract 66; Kings County; New York,39.9,4032,4032,147,90074,394,1311,19,4.7,458,458,105,27454,103,197,7.5
36047006700,Census Tract 67; Kings County; New York,37.7,4036,4036,64,218393,700,854,4.1,2.2,566,566,60,48680,129,267,3.7
36047006800,Census Tract 68; Kings County; New York,43.4,4027,4027,237,63010,407,1175,17.5,9.7,784,784,280,18505,138,194,7.8
36047006901,Census Tract 69.01; Kings County; New York,38.8,1842,1842,33,139384,291,535,10.1,3.9,261,261,28,29396,75,132,5.8
36047007000,Census Tract 70; Kings County; New York,49,2595,2595,56,81755,622,551,6.9,7.6,400,400,51,15327,129,169,3.7
36047007100,Census Tract 71; Kings County; New York,36.5,4632,4632,1716,55521,382,1321,25.2,5.4,769,769,701,23336,111,210,11.5
36047007200,Census Tract 72; Kings County; New York,34.6,1789,1789,53,63352,63,502,25.8,3.2,345,345,37,20972,32,106,13.1
36047007400,Census Tract 74; Kings County; New York,34.4,5634,5634,90,70508,379,1167,22,3.2,1022,1022,111,7907,114,248,11.2
36047007500,Census Tract 75; Kings County; New York,38.5,4813,4813,107,150854,835,1347,7.7,6.6,799,799,113,49948,151,300,4.9
36047007600,Census Tract 76; Kings County; New York,35.1,4882,4882,199,57147,293,984,16.7,3.6,1303,1303,250,14453,95,211,6.1
36047007700,Census Tract 77; Kings County; New York,36.5,5639,5639,126,199067,1051,1570,4.2,2.6,772,772,119,38141,346,276,2.1
36047007800,Census Tract 78; Kings County; New York,32,5715,5715,203,66029,291,1253,20.7,1.5,795,795,144,22960,83,162,9.7
36047008000,Census Tract 80; Kings County; New York,39.9,3532,3532,93,75125,448,900,14.9,3.4,616,616,74,18954,138,180,7.2
36047008200,Census Tract 82; Kings County; New York,36.9,3748,3748,423,44013,186,1231,28.3,4.5,579,579,450,11040,104,227,9.5
36047008400,Census Tract 84; Kings County; New York,35,3703,3703,144,97232,279,916,15.1,3.5,795,795,128,31677,112,230,8.5
36047008500,Census Tract 85; Kings County; New York,36.2,7417,7417,3897,21988,0,3051,48.4,4.7,1467,1467,1226,7948,19,387,12
36047008800,Census Tract 88; Kings County; New York,45.8,2502,2502,486,64741,342,840,9.3,10.6,546,546,377,33185,97,232,6.8
36047009001,Census Tract 90.01; Kings County; New York,34.8,1319,1319,30,44026,102,359,13.4,5.7,206,206,35,6113,54,58,9.6
36047009002,Census Tract 90.02; Kings County; New York,26.9,1405,1405,0,49565,36,406,14.1,11,596,596,13,19772,30,102,7.8
36047009201,Census Tract 92.01; Kings County; New York,39.2,2030,2030,33,76688,223,316,24,7.5,396,396,53,43438,80,66,12.4
36047009202,Census Tract 92.02; Kings County; New York,36.6,3572,3572,173,52775,168,1018,21.1,4.9,682,682,128,7437,67,189,14.6
36047009401,Census Tract 94.01; Kings County; New York,34.5,2215,2215,0,47104,204,367,41.7,3.1,365,365,13,21575,67,82,12.8
36047009402,Census Tract 94.02; Kings County; New York,34.8,3077,3077,66,71375,189,777,17.8,5.6,541,541,102,28851,123,186,8.9
36047009600,Census Tract 96; Kings County; New York,38.2,6041,6041,161,75134,644,1261,19.8,4.6,670,670,153,11424,158,224,6.5
36047009800,Census Tract 98; Kings County; New York,36,6876,6876,203,59342,337,1527,24.6,4.1,853,853,180,10200,111,221,7.3
36047010000,Census Tract 100; Kings County; New York,35.7,5585,5585,122,64107,492,1282,16.6,6.9,1187,1187,101,26102,186,218,6.7
36047010100,Census Tract 101; Kings County; New York,32.5,4372,4372,185,118906,470,1056,13.2,1.3,642,642,144,70869,117,305,6.8
36047010200,Census Tract 102; Kings County; New York,36,5181,5181,59,61643,369,824,21.3,3.4,924,924,80,3639,113,137,8
36047010401,Census Tract 104.01; Kings County; New York,40.5,2101,2101,66,54250,144,448,27.2,7.3,453,453,69,20163,59,127,14.4
36047010402,Census Tract 104.02; Kings County; New York,37.9,2131,2131,25,31645,99,548,49.2,6.3,597,597,36,13357,49,151,16.9
36047010601,Census Tract 106.01; Kings County; New York,28.6,2330,2330,24,43625,80,541,36.6,3.8,533,533,37,23338,46,109,11.7
36047010602,Census Tract 106.02; Kings County; New York,36.2,2253,2253,0,63232,211,366,20.4,7.1,741,741,13,13485,101,178,13.1
36047010801,Census Tract 108.01; Kings County; New York,35.9,1915,1915,30,68900,199,351,22.3,3.7,391,391,42,17127,59,120,10.7
36047010802,Census Tract 108.02; Kings County; New York,40.5,2446,2446,44,59145,88,559,32.9,0.9,713,713,44,27743,51,131,13.8
36047011000,Census Tract 110; Kings County; New York,35.9,2429,2429,16,77500,280,288,15.4,3.2,654,654,25,10309,101,82,11.4
36047011200,Census Tract 112; Kings County; New York,33.2,6029,6029,91,52172,394,1570,25.9,7.6,1067,1067,85,16177,198,353,10.6
36047011400,Census Tract 114; Kings County; New York,32.3,3860,3860,484,67955,221,643,30.8,2.5,889,889,334,22479,68,160,17.5
36047011600,Census Tract 116; Kings County; New York,37.1,3368,3368,36,47197,266,804,28.9,5.5,783,783,52,7432,121,222,12.6
36047011700,Census Tract 117; Kings County; New York,37.2,3004,3004,178,118393,436,706,12.1,1.5,633,633,117,27158,160,141,7.3
36047011800,Census Tract 118; Kings County; New York,37,1806,1806,13,61842,74,544,18.7,5.3,293,293,30,7290,35,98,8
36047011901,Census Tract 119.01; Kings County; New York,39.5,1431,1431,65,134167,218,366,10.1,5.5,213,213,61,48618,88,68,6.4
36047012000,Census Tract 120; Kings County; New York,32.4,1218,1218,0,69030,131,180,18.9,4.6,363,363,13,5302,111,44,11.8
36047012100,Census Tract 121; Kings County; New York,35.6,1953,1953,131,114552,331,521,9.6,3.7,476,476,85,8720,89,120,4.8
36047012200,Census Tract 122; Kings County; New York,32.3,5183,5183,74,54038,305,1241,27.7,3.7,962,962,100,30942,104,240,9.2
36047012600,Census Tract 126; Kings County; New York,35.4,2664,2664,46,58643,254,552,25.3,3.6,420,420,54,12655,77,89,7.7
36047012700,Census Tract 127; Kings County; New York,36.5,3828,3828,1091,117627,299,1367,14.1,4.1,436,436,420,27134,166,199,4.6
36047012801,Census Tract 128.01; Kings County; New York,39.2,2080,2080,4,65313,230,536,24.1,7.6,326,326,10,18299,66,143,8.3
36047012901,Census Tract 129.01; Kings County; New York,32.1,2614,2614,308,232530,407,506,6.1,1.9,439,439,162,37552,104,104,4.5
36047012902,Census Tract 129.02; Kings County; New York,32,3056,3056,452,148438,244,1163,10.9,1.7,416,416,172,25286,67,160,5.1
36047013000,Census Tract 130; Kings County; New York,35.4,4949,4949,231,80246,338,1377,12,2.7,775,775,113,10230,113,183,4.7
36047013100,Census Tract 131; Kings County; New York,36.3,3581,3581,560,134479,669,1120,7.8,2.9,581,581,235,56040,282,175,3.7
36047013200,Census Tract 132; Kings County; New York,40.7,2480,2480,74,93750,368,348,19.5,5,641,641,100,31345,124,73,11.8
36047013300,Census Tract 133; Kings County; New York,36,4517,4517,177,213227,716,1088,2.3,1.4,558,558,103,25688,132,199,1.3
36047013400,Census Tract 134; Kings County; New York,33.5,4343,4343,95,108654,425,955,10.8,4,688,688,57,25764,113,135,9.2
36047013500,Census Tract 135; Kings County; New York,37.8,3985,3985,187,210667,777,729,2.8,1.1,572,572,160,35944,148,165,2.1
36047013600,Census Tract 136; Kings County; New York,39.6,3973,3973,33,104191,680,809,8.5,2.4,630,630,49,38578,120,232,5.7
36047013700,Census Tract 137; Kings County; New York,35.3,3411,3411,314,158594,433,1053,6,2.1,470,470,183,25901,94,183,2.9
36047013800,Census Tract 138; Kings County; New York,34.9,3670,3670,75,93117,311,975,8.3,5.3,621,621,85,15843,99,154,3.8
36047013900,Census Tract 139; Kings County; New York,35.4,3412,3412,391,163125,356,1044,3.6,2.3,514,514,239,16398,121,150,2.3
36047014000,Census Tract 140; Kings County; New York,47.8,1831,1831,30,55250,398,369,18.2,9.2,394,394,75,19019,130,122,15.6
36047014101,Census Tract 141.01; Kings County; New York,35,1178,1178,61,142750,160,313,12,1.8,184,184,36,34078,53,63,5.5
36047014102,Census Tract 141.02; Kings County; New York,38.9,1805,1805,15,127768,337,494,3.8,6.1,462,462,19,66060,191,148,3.6
36047014200,Census Tract 142; Kings County; New York,34.6,3496,3496,162,80476,403,887,13.6,1.6,495,495,229,10994,107,139,6.7
36047014300,Census Tract 143; Kings County; New York,35.8,3882,3882,246,122344,336,1137,10.2,2.3,687,687,209,31247,149,150,8
36047014500,Census Tract 145; Kings County; New York,34.9,4367,4367,130,112596,416,1485,5.3,1.2,586,586,93,37418,108,295,2.9
36047014700,Census Tract 147; Kings County; New York,32.7,2404,2404,24,133194,391,464,9.6,2.3,421,421,24,35112,91,113,5.6
36047014800,Census Tract 148; Kings County; New York,48.2,1202,1202,0,71250,283,148,13.4,10.1,279,279,13,34947,80,71,11.2
36047014901,Census Tract 149.01; Kings County; New York,33.8,1644,1644,41,143859,289,374,6.7,2.1,248,248,93,47956,76,103,2.9
36047014902,Census Tract 149.02; Kings County; New York,37.3,4275,4275,10,142625,560,1308,7.8,3.8,731,731,7,55724,125,405,6.9
36047015000,Census Tract 150; Kings County; New York,45.8,1711,1711,3,78235,318,276,12.5,3,356,356,5,49335,77,77,7.8
36047015100,Census Tract 151; Kings County; New York,37.9,4149,4149,42,192411,898,870,2.4,5.3,452,452,36,39802,137,164,1.4
36047015200,Census Tract 152; Kings County; New York,45.1,2638,2638,146,87667,538,436,13.1,4.9,448,448,78,28102,73,136,6.8
36047015300,Census Tract 153; Kings County; New York,38.9,2645,2645,86,138182,400,702,6.8,3.5,289,289,61,56428,75,199,4.5
36047015500,Census Tract 155; Kings County; New York,39.3,3693,3693,144,215583,852,611,4.3,2.1,439,439,125,70370,230,135,3.7
36047015700,Census Tract 157; Kings County; New York,36.9,4996,4996,444,186686,916,1252,0.3,3.8,765,765,323,44897,182,431,0.6
36047015900,Census Tract 159; Kings County; New York,38.9,5232,5232,319,203936,1350,1130,5.9,1.6,677,677,199,38736,184,269,3
36047016000,Census Tract 160; Kings County; New York,37,4603,4603,212,96411,307,1460,8.9,6.5,716,716,168,21312,116,235,4.6
36047016100,Census Tract 161; Kings County; New York,38.8,3729,3729,315,168594,602,937,1.9,2.8,392,392,229,28307,136,128,1.5
36047016200,Census Tract 162; Kings County; New York,43.8,2289,2289,117,87446,450,677,16.7,4.3,387,387,126,25521,116,209,9.4
36047016300,Census Tract 163; Kings County; New York,34.9,4004,4004,669,145481,608,1143,7.5,2.5,608,608,230,41016,101,183,4.1
36047016400,Census Tract 164; Kings County; New York,23,997,997,239,136583,16,193,0,5.7,272,272,188,25223,14,57,4.8
36047016500,Census Tract 165; Kings County; New York,37.7,6356,6356,175,241579,1281,1169,6.5,1.9,810,810,158,22163,243,193,3.9
36047016600,Census Tract 166; Kings County; New York,48.9,1830,1830,0,130417,608,78,4.4,7.8,266,266,13,41961,86,40,3.3
36047016700,Census Tract 167; Kings County; New York,43.2,4756,4756,63,207095,975,1325,3.9,4.3,687,687,60,28766,455,253,2.6
36047016800,Census Tract 168; Kings County; New York,41.5,2122,2122,0,111673,544,273,7.2,2.9,434,434,13,16270,112,148,5.2
36047016900,Census Tract 169; Kings County; New York,38.3,5635,5635,43,155873,754,1305,11,2.8,999,999,50,22508,186,315,10.1
36047017000,Census Tract 170; Kings County; New York,43,3417,3417,82,98095,602,472,14.2,5.4,597,597,91,19670,173,121,6.3
36047017100,Census Tract 171; Kings County; New York,39.5,4271,4271,12,158269,644,990,2.4,1.5,751,751,15,30748,109,263,1.6
36047017200,Census Tract 172; Kings County; New York,39.9,3098,3098,52,127188,455,531,2.1,4.9,583,583,68,79303,138,151,1.7
36047017400,Census Tract 174; Kings County; New York,40.4,2293,2293,0,101701,448,283,11.1,3.8,327,327,13,20372,81,67,7
36047017600,Census Tract 176; Kings County; New York,48.4,2428,2428,5,102344,398,443,11.2,3,407,407,8,17695,92,91,5.1
36047017800,Census Tract 178; Kings County; New York,38.4,2812,2812,30,73417,314,547,9.1,5.3,511,511,31,22791,88,110,6.1
36047017900,Census Tract 179; Kings County; New York,40.3,4119,4119,1313,110625,478,944,24.4,0.9,664,664,220,23903,128,116,11
36047018000,Census Tract 180; Kings County; New York,39.6,3145,3145,0,62637,421,692,12.4,6.6,749,749,13,9509,113,163,7.4
36047018100,Census Tract 181; Kings County; New York,36.3,4037,4037,588,164904,453,1590,5.4,2.8,551,551,286,41213,133,256,2.8
36047018200,Census Tract 182; Kings County; New York,37.8,3332,3332,0,66083,543,553,9.8,2.7,526,526,13,12683,140,121,4.1
36047018300,Census Tract 183; Kings County; New York,34.7,2741,2741,256,182401,383,908,4.9,1.9,469,469,123,49034,120,162,2.6
36047018400,Census Tract 184; Kings County; New York,48.4,2112,2112,0,69844,563,226,9.2,3.2,298,298,13,14011,108,69,5.2
36047018501,Census Tract 185.01; Kings County; New York,35.2,4791,4791,2683,46723,206,1600,20.9,3.4,604,604,600,10261,236,131,6.3
36047018600,Census Tract 186; Kings County; New York,46.5,2115,2115,0,77500,346,334,10.8,8.4,499,499,13,15682,89,98,6.5
36047018700,Census Tract 187; Kings County; New York,35.3,1460,1460,368,116842,203,317,10.8,2.3,261,261,179,27952,78,45,4
36047018800,Census Tract 188; Kings County; New York,42.3,2867,2867,2,68304,458,634,17.2,5.2,475,475,4,32549,95,289,8.5
36047019000,Census Tract 190; Kings County; New York,35.1,4614,4614,37,63289,304,1270,13.5,5,875,875,39,32121,105,321,6.5
36047019100,Census Tract 191; Kings County; New York,32.5,2852,2852,299,148051,426,735,10.8,1.1,561,561,135,35648,122,170,8.6
36047019200,Census Tract 192; Kings County; New York,34.2,2792,2792,7,63807,284,445,18.5,6.3,650,650,6,12080,69,103,8.2
36047019300,Census Tract 193; Kings County; New York,31.4,5774,5774,1802,72806,1248,1235,17.9,2.4,548,548,397,5883,359,222,7.9
36047019400,Census Tract 194; Kings County; New York,39.1,3149,3149,11,49309,455,626,30.3,6.2,825,825,22,31421,195,297,11
36047019500,Census Tract 195; Kings County; New York,38.9,3506,3506,1244,110594,1039,679,11.2,5.3,425,425,477,11827,211,141,7.9
36047019600,Census Tract 196; Kings County; New York,44,4845,4845,383,82500,614,972,26.4,1.7,630,630,420,12801,289,176,8.5
36047019700,Census Tract 197; Kings County; New York,41.5,3680,3680,918,114191,963,779,5.2,1.2,506,506,255,28886,174,187,2.5
36047019800,Census Tract 198; Kings County; New York,38.9,2057,2057,1,81719,408,289,10.4,6.4,279,279,2,32010,122,81,6.9
36047019900,Census Tract 199; Kings County; New York,32.8,3582,3582,730,123107,255,1696,10.3,1.5,545,545,369,10391,97,312,4.6
36047020000,Census Tract 200; Kings County; New York,43.5,2306,2306,5,91750,408,299,18.5,5.4,437,437,7,16989,77,118,10.2
36047020100,Census Tract 201; Kings County; New York,36.3,4254,4254,1104,142589,634,1356,8.4,1.4,534,534,279,18357,151,182,5.4
36047020200,Census Tract 202; Kings County; New York,41.3,1780,1780,48,87917,450,181,4.2,2.8,333,333,72,40944,70,64,2.8
36047020300,Census Tract 203; Kings County; New York,33.9,2057,2057,260,191083,312,493,8.4,4.1,274,274,103,43019,66,91,6.9
36047020400,Census Tract 204; Kings County; New York,48.2,1842,1842,12,95855,595,100,11.8,3.6,246,246,20,42242,97,43,5.8
36047020500,Census Tract 205; Kings County; New York,35,3555,3555,412,149643,631,949,4.2,2.2,540,540,141,16589,168,125,2.2
36047020600,Census Tract 206; Kings County; New York,39,2499,2499,13,95104,568,244,18.3,4.2,423,423,21,39333,105,93,11.6
36047020700,Census Tract 207; Kings County; New York,36.9,4562,4562,368,175833,1071,1225,4.9,2.1,614,614,201,35148,212,266,3.3
36047020800,Census Tract 208; Kings County; New York,45.3,3148,3148,83,62723,555,665,8.9,8,543,543,134,42283,363,140,5.1
36047021000,Census Tract 210; Kings County; New York,36,4041,4041,84,64250,544,682,28.8,4,601,601,104,21593,187,154,10.7
36047021100,Census Tract 211; Kings County; New York,35.6,2604,2604,1075,87850,247,874,12.4,2.6,384,384,319,21641,63,126,5
36047021200,Census Tract 212; Kings County; New York,37.3,3986,3986,55,62519,411,864,24.3,3.9,696,696,83,24562,157,216,8.6
36047021300,Census Tract 213; Kings County; New York,39.2,4650,4650,2968,80275,81,1944,20.6,4.1,856,856,857,19887,46,293,13
36047021400,Census Tract 214; Kings County; New York,26.5,2565,2565,0,78272,214,315,30.9,8.2,513,513,13,18295,80,92,13
36047021500,Census Tract 215; Kings County; New York,37.5,6014,6014,1915,109130,767,1961,10.1,2.2,857,857,444,23109,163,319,7
36047021600,Census Tract 216; Kings County; New York,20,3982,3982,40,37267,216,702,50.4,3.9,633,633,63,11907,75,146,13.1
36047021700,Census Tract 217; Kings County; New York,33.8,3736,3736,1180,88828,298,1469,14.5,3.2,489,489,250,24065,119,183,5.4
36047021800,Census Tract 218; Kings County; New York,22.5,3035,3035,0,66169,247,593,10.9,6.8,788,788,13,34522,104,141,9.8
36047021900,Census Tract 219; Kings County; New York,33.7,4191,4191,2127,114750,417,1316,11.7,2.4,705,705,733,39319,162,148,6.7
36047022000,Census Tract 220; Kings County; New York,19.4,4989,4989,24,44716,195,954,57.8,3.8,1043,1043,29,11385,92,250,12.4
36047022100,Census Tract 221; Kings County; New York,35.4,3703,3703,1751,63636,319,1153,27.7,3.5,607,607,538,30226,235,133,7.9
36047022200,Census Tract 222; Kings County; New York,21.2,4051,4051,0,48594,242,830,46.3,4.6,979,979,13,20393,94,225,13
36047022400,Census Tract 224; Kings County; New York,21,5656,5656,10,57457,504,781,24.2,7.4,1192,1192,12,18356,214,141,10
36047022600,Census Tract 226; Kings County; New York,20.6,2469,2469,0,79022,267,289,9.3,8.9,663,663,13,28587,108,84,4.5
36047022700,Census Tract 227; Kings County; New York,33.3,4360,4360,1331,122400,460,1466,9.5,2.1,871,871,328,29467,185,172,3.5
36047022800,Census Tract 228; Kings County; New York,22.1,3632,3632,37,40089,203,610,41.8,4.2,809,809,43,24986,118,87,11.9
36047022900,Census Tract 229; Kings County; New York,32.7,3490,3490,947,121997,419,1122,13,1.6,614,614,245,16018,120,254,5.2
36047023000,Census Tract 230; Kings County; New York,19.1,4243,4243,78,53208,288,671,40.1,4.3,1291,1291,90,24950,94,168,18.9
36047023100,Census Tract 231; Kings County; New York,33.6,3475,3475,950,150288,438,1245,7.8,2.1,412,412,224,40885,115,203,3.2
36047023200,Census Tract 232; Kings County; New York,15.5,6422,6422,1,62973,347,834,32.6,2.2,1413,1413,2,18801,125,195,12.9
36047023300,Census Tract 233; Kings County; New York,31.5,6821,6821,2465,80000,536,1652,32.7,2.1,1113,1113,879,54480,199,272,15.6
36047023400,Census Tract 234; Kings County; New York,19.6,5275,5275,15,31411,190,1192,44.4,4.2,996,996,24,3571,94,203,13.1
36047023500,Census Tract 235; Kings County; New York,21.5,5183,5183,283,65417,285,1078,48.8,6.5,905,905,152,40741,105,160,14
36047023600,Census Tract 236; Kings County; New York,15,6342,6342,0,36524,129,1343,34.5,4.6,1030,1030,19,10892,78,129,11.5
36047023800,Census Tract 238; Kings County; New York,16.7,4734,4734,0,40335,214,911,30.8,4.7,1041,1041,13,7466,93,187,12.8
36047024000,Census Tract 240; Kings County; New York,20,6050,6050,156,43371,342,1170,44.6,3.5,1009,1009,152,15648,120,232,11.7
36047024100,Census Tract 241; Kings County; New York,30.6,2926,2926,351,76528,175,915,33.9,2.2,733,733,167,15734,104,149,12.1
36047024200,Census Tract 242; Kings County; New York,23.6,2916,2916,15,56250,319,381,18.2,4.6,555,555,30,6607,77,96,9.1
36047024300,Census Tract 243; Kings County; New York,37.3,4311,4311,1920,94107,685,1280,13.5,1.8,783,783,696,46173,193,231,5.5
36047024400,Census Tract 244; Kings County; New York,25.6,3478,3478,2,58342,345,618,37.4,6.3,648,648,4,18842,84,200,11.5
36047024500,Census Tract 245; Kings County; New York,35.3,4488,4488,2301,100547,585,1400,10.8,1.6,536,536,489,12923,161,195,5
36047024600,Census Tract 246; Kings County; New York,33.5,3432,3432,57,76652,441,438,14.6,3.7,536,536,46,16123,84,86,6.2
36047024700,Census Tract 247; Kings County; New York,31.1,2839,2839,1043,63200,149,1157,27.6,5.2,438,438,353,34166,91,287,8
36047024800,Census Tract 248; Kings County; New York,32.7,2479,2479,0,61466,381,365,16.4,2.2,418,418,13,21324,93,105,9.5
36047024900,Census Tract 249; Kings County; New York,32.7,3892,3892,1494,85871,251,1626,17.6,0.9,689,689,497,21645,105,223,6.3
36047025000,Census Tract 250; Kings County; New York,42.3,1712,1712,8,51875,237,316,18.5,11.8,477,477,12,17149,55,82,6.1
36047025100,Census Tract 251; Kings County; New York,31.9,4416,4416,2270,56111,313,1383,32,1.6,610,610,770,22353,216,234,12.6
36047025200,Census Tract 252; Kings County; New York,37.8,5057,5057,94,54750,429,1465,19.2,4.6,759,759,121,9312,119,251,7.5
36047025300,Census Tract 253; Kings County; New York,30.2,3907,3907,1455,87981,409,924,18.7,2.5,781,781,645,32677,163,181,14.3
36047025400,Census Tract 254; Kings County; New York,38.6,3145,3145,0,83637,521,694,15.9,6.1,848,848,13,15371,218,235,11.4
36047025500,Census Tract 255; Kings County; New York,36.8,5470,5470,2108,22291,107,2041,39.1,3.6,661,661,371,14564,75,406,9.6
36047025600,Census Tract 256; Kings County; New York,41.8,3005,3005,0,69181,418,699,13.3,8.8,693,693,13,26121,82,393,7.1
36047025700,Census Tract 257; Kings County; New York,29.7,2892,2892,370,106579,171,691,18.3,1.9,580,580,201,56131,84,137,9.1
36047025800,Census Tract 258; Kings County; New York,39.4,4119,4119,95,57431,336,1140,29.9,4.3,746,746,110,14467,117,161,10.8
36047025901,Census Tract 259.01; Kings County; New York,29.4,2144,2144,794,75341,101,688,30.7,2.3,266,266,210,36187,54,127,9.8
36047025902,Census Tract 259.02; Kings County; New York,28.4,3530,3530,2058,21674,52,1379,43.8,7.4,656,656,526,14414,62,371,16.6
36047026000,Census Tract 260; Kings County; New York,43.3,3116,3116,24,61118,476,592,11.4,5.4,585,585,37,18802,101,137,6.1
36047026100,Census Tract 261; Kings County; New York,30.7,5504,5504,2259,81827,26,2205,34.3,1.9,674,674,538,21261,57,211,10.6
36047026200,Census Tract 262; Kings County; New York,42.4,2729,2729,51,107760,446,347,11,5.8,490,490,65,26578,83,86,5.2
36047026300,Census Tract 263; Kings County; New York,32.2,2253,2253,1417,77546,253,715,19.6,3.4,385,385,378,11240,87,147,7.4
36047026400,Census Tract 264; Kings County; New York,38.9,4423,4423,25,73029,416,1166,15.4,6.3,652,652,27,7158,265,131,7
36047026500,Census Tract 265; Kings County; New York,34.1,4187,4187,2045,77545,453,1416,22.4,4.2,587,587,523,27373,111,250,10.5
36047026600,Census Tract 266; Kings County; New York,35.6,3624,3624,0,51724,465,653,15.1,6.5,549,549,13,4887,113,136,6.7
36047026700,Census Tract 267; Kings County; New York,36,4701,4701,1973,121771,527,1445,9.7,1.9,599,599,548,29787,166,231,4.9
36047026800,Census Tract 268; Kings County; New York,42.3,4671,4671,11,80500,588,1014,15.7,6.1,774,774,4,33409,196,212,5.8
36047026900,Census Tract 269; Kings County; New York,33.2,3038,3038,1111,89573,387,850,16.6,1.9,666,666,337,12867,147,152,8.7
36047027000,Census Tract 270; Kings County; New York,40.6,2416,2416,0,43269,236,630,32.4,4.7,477,477,13,24653,54,116,16.1
36047027100,Census Tract 271; Kings County; New York,33.4,3703,3703,2442,96016,240,1133,13.7,1.5,517,517,480,36790,72,198,5.1
36047027200,Census Tract 272; Kings County; New York,40.7,3980,3980,0,64286,487,899,22.9,4.9,527,527,13,27559,233,112,11
36047027300,Census Tract 273; Kings County; New York,35.2,3960,3960,2985,95735,542,898,12.4,6.5,979,979,940,15354,166,157,8.6
36047027400,Census Tract 274; Kings County; New York,48,3451,3451,37,51738,462,481,15.2,7.6,601,601,44,9495,111,126,6.9
36047027500,Census Tract 275; Kings County; New York,35.5,4695,4695,3180,85466,651,1180,20.2,2.4,859,859,894,10238,171,196,7.9
36047027600,Census Tract 276; Kings County; New York,39,3740,3740,30,60652,253,1095,16.7,3.9,529,529,46,15450,111,279,9.4
36047027700,Census Tract 277; Kings County; New York,32,4198,4198,3087,67926,335,1251,20.7,5.7,783,783,695,21110,120,194,8.1
36047027800,Census Tract 278; Kings County; New York,34.8,3124,3124,124,66113,319,830,12.1,5.3,544,544,104,9867,156,128,4.8
36047027900,Census Tract 279; Kings County; New York,35.1,3711,3711,1999,65433,521,1163,22.5,7.1,635,635,523,13834,176,224,9.1
36047028000,Census Tract 280; Kings County; New York,42.9,1828,1828,90,84076,370,261,6.4,6.7,299,299,91,25219,64,82,3.6
36047028100,Census Tract 281; Kings County; New York,28.1,5196,5196,2923,43176,135,1683,30.3,2.3,1063,1063,1001,8719,52,153,13.1
36047028200,Census Tract 282; Kings County; New York,45.9,3092,3092,239,51646,572,664,14.2,6,573,573,198,15578,193,161,7.5
36047028300,Census Tract 283; Kings County; New York,34.9,4115,4115,1629,43254,208,1387,32.8,5.9,584,584,540,14140,178,135,10
36047028400,Census Tract 284; Kings County; New York,37.3,3328,3328,0,58373,211,1146,19.4,8.7,408,408,13,16987,78,234,7
36047028501,Census Tract 285.01; Kings County; New York,35,459,459,78,55192,0,226,33.2,2.3,126,126,48,15080,13,60,16.1
