census_tract,med_inc_estimate,med_age_estimate,perc_poverty_estimate,perc_owners,perc_ethnic,counts
36047019100,148051,32.5,10.8,36.69250645994832,89.51612903225806,7
36047019200,63807,34.2,18.5,38.95747599451303,99.74928366762178,4
36047019300,72806,31.4,17.9,50.26178010471204,68.7911326636647,2
36047019400,49309,39.1,30.3,42.090656799259946,99.65068275643061,2
36047019600,82500,44.0,26.4,38.71374527112232,92.09494324045407,5
36047019700,114191,41.5,5.2,55.2812858783008,75.05434782608695,3
36047019800,81719,38.9,10.4,58.536585365853654,99.95138551288284,4
36047019900,123107,32.8,10.3,13.070220399794977,79.62032384142937,1
36047020000,91750,43.5,18.5,57.708628005657715,99.78317432784041,1
36047020100,142589,36.3,8.4,31.85929648241206,74.04795486600845,6
36047020300,191083,33.9,8.4,38.75776397515528,87.36023334953816,4
36047020500,149643,35.0,4.2,39.936708860759495,88.41068917018285,2
36047020600,95104,39.0,18.3,69.95073891625616,99.4797919167667,1
36047020700,175833,36.9,4.9,46.646341463414636,91.93336256028057,3
36047020800,62723,45.3,8.9,45.49180327868852,97.36340533672173,1
36047021000,64250,36.0,28.8,44.37194127243067,97.92130660727543,3
36047021100,87850,35.6,12.4,22.033898305084744,58.7173579109063,4
36047021200,62519,37.3,24.3,32.23529411764706,98.62017059708982,2
36047021300,80275,39.2,20.6,4.0,36.17204301075269,1
36047021400,78272,26.5,30.9,40.45368620037807,100.0,1
36047021500,109130,37.5,10.1,28.115835777126097,68.15763219155303,3
36047021700,88828,33.8,14.5,16.864742501414828,68.41541755888652,4
36047021800,66169,22.5,10.9,29.404761904761905,100.0,1
36047021900,114750,33.7,11.7,24.062319676860934,49.248389405869716,2
36047022000,44716,19.4,57.8,16.971279373368144,99.5189416716777,4
36047022100,63636,35.4,27.7,21.671195652173914,52.71401566297597,2
36047022200,48594,21.2,46.3,22.574626865671643,100.0,6
36047022400,57457,21.0,24.2,39.221789883268485,99.82319660537482,2
36047022600,79022,20.6,9.3,48.02158273381295,100.0,1
36047022700,122400,33.3,9.5,23.883696780893043,69.47247706422019,6
36047022900,121997,32.7,13.0,27.19013627514601,72.86532951289398,1
36047023000,53208,19.1,40.1,30.031282586027114,98.16167805797784,3
36047023100,150288,33.6,7.8,26.02495543672014,72.66187050359711,2
36047023200,62973,15.5,32.6,29.38187976291279,99.98442852693866,1
36047023300,80000,31.5,32.7,24.49725776965265,63.86160387040023,8
36047023800,40335,16.7,30.8,19.022222222222222,100.0,1
36047024000,43371,20.0,44.6,22.61904761904762,97.42148760330579,1
36047024100,76528,30.6,33.9,16.055045871559635,88.00410116199589,2
36047024200,56250,23.6,18.2,45.57142857142858,99.48559670781893,1
36047024300,94107,37.3,13.5,34.86005089058524,55.462769659011826,2
36047024400,58342,25.6,37.4,35.82554517133956,99.94249568717653,1
36047024500,100547,35.3,10.8,29.47103274559194,48.729946524064175,8
36047024600,76652,33.5,14.6,50.170648464163826,98.33916083916084,1
36047024700,63200,31.1,27.6,11.408882082695254,63.26171187037689,9
36047024800,61466,32.7,16.4,51.07238605898124,100.0,3
36047024900,85871,32.7,17.6,13.372402770378264,61.613566289825286,2
36047025000,51875,42.3,18.5,42.857142857142854,99.53271028037383,2
36047025100,56111,31.9,32.0,18.455188679245282,48.596014492753625,7
36047025200,54750,37.8,19.2,22.650475184794086,98.14119042910818,4
36047025300,87981,30.2,18.7,30.682670667666915,62.759150243153314,2
36047025400,83637,38.6,15.9,42.88065843621399,100.0,1
36047025600,69181,41.8,13.3,37.421665174574755,100.0,1
36047025700,106579,29.7,18.3,19.837587006960558,87.20608575380359,6
36047025800,57431,39.4,29.9,22.76422764227642,97.69361495508619,3
36047025901,75341,29.4,30.7,12.801013941698352,62.96641791044777,3
36047026000,61118,43.3,11.4,44.569288389513105,99.22978177150192,6
36047026100,81827,30.7,34.3,1.1653966831017482,58.95712209302326,5
36047026200,107760,42.4,11.0,56.242118537200504,98.1311835837303,1
36047026300,77546,32.2,19.6,26.136363636363637,37.10608078118065,4
36047026400,73029,38.9,15.4,26.295828065739567,99.43477277865702,4
36047026500,77545,34.1,22.4,24.23756019261637,51.158347265345114,5
36047026600,51724,35.6,15.1,41.59212880143113,100.0,3
36047026700,121771,36.0,9.7,26.72413793103448,58.030206339076784,3
36047026900,89573,33.2,16.6,31.285367825383993,63.42988808426596,4
36047027100,96016,33.4,13.7,17.47997086671522,34.05347015933027,4
36047027200,64286,40.7,22.9,35.13708513708514,100.0,2
36047027300,95735,35.2,12.4,37.638888888888886,24.62121212121212,1
36047027400,51738,48.0,15.2,48.992576882290564,98.92784700086932,1
36047027500,85466,35.5,20.2,35.55434188967777,32.26837060702875,3
36047027600,60652,39.0,16.7,18.768545994065285,99.19786096256684,6
36047027700,67926,32.0,20.7,21.12232030264817,26.464983325393042,4
36047027800,66113,34.8,12.1,27.763272410791995,96.03072983354673,5
36047027900,65433,35.1,22.5,30.93824228028503,46.13311775801671,4
36047028000,84076,42.9,6.4,58.63708399366085,95.07658643326039,1
36047028100,43176,28.1,30.3,7.425742574257425,43.74518860662048,9
36047028200,51646,45.9,14.2,46.27831715210356,92.27037516170763,2
36047028300,43254,34.9,32.8,13.04075235109718,60.4131227217497,5
36047028400,58373,37.3,19.4,15.549005158437732,100.0,5
36047028501,55192,35.0,33.2,0.0,83.00653594771241,6
36047028600,45918,34.0,31.5,7.594264471587891,94.62461924386311,5
36047028700,58247,31.8,28.6,12.895569620253164,60.20311012377023,3
36047028800,58000,40.5,17.3,26.186131386861316,99.71428571428571,3
36047028900,42456,35.0,28.4,16.86046511627907,38.63512778684067,5
36047029000,55545,48.6,28.5,17.208672086720867,100.0,3
36047029100,101719,33.6,17.6,23.708421797593772,39.927757710475134,3
36047029200,45708,42.2,20.6,22.094140249759846,95.62016930437983,4
36047029300,52361,38.2,19.0,22.07792207792208,36.534154535274354,3
36047029400,82784,49.5,17.9,24.43778110944528,88.98337843061461,2
36047029500,100750,37.0,18.4,43.459915611814345,42.25821819914245,2
36047029600,58407,37.8,38.1,18.7039764359352,98.24618914931979,5
36047029700,86225,38.8,15.9,50.169875424688556,25.058201058201057,2
36047029800,55214,32.4,29.2,32.96516567544605,97.03562036815683,1
36047029900,66989,34.9,35.2,34.063526834611174,43.716058960434445,5
36047030000,52279,37.1,28.0,36.37747336377473,93.99953303759048,3
36047030100,110938,34.2,22.4,34.3608340888486,29.665825977301385,5
36047030300,35679,40.6,29.2,16.14704513727315,21.334414925978507,1
36047030400,53693,43.8,23.8,28.240450845335,97.25301204819277,2
36047030500,127313,35.4,9.5,6.896551724137931,66.01850610164945,6
36047030700,42902,41.6,28.4,15.269168026101143,23.487374940447836,2
36047030800,64545,52.2,7.8,71.91780821917808,100.0,2
36047030900,67969,30.9,28.5,28.881650380021718,24.223137401722205,3
36047031100,82726,35.9,19.1,20.452640402347026,32.99115044247788,5
36047031300,98828,41.5,19.1,20.600272851296044,36.86189157103284,1
36047031401,81643,47.2,5.7,55.08752735229759,99.27244878422363,5
36047031500,88200,32.8,11.3,14.16396103896104,55.32355154251316,4
36047031701,104056,33.4,12.4,23.80050505050505,41.0048266783677,4
36047031702,107106,32.5,6.7,30.378177309361437,61.61306789178151,5
36047031900,89468,38.4,6.6,30.431309904153352,58.01574803149606,4
36047032100,73949,35.2,11.9,7.573812580231065,49.18730650154799,4
36047032300,72353,38.2,17.7,21.076523994811932,37.285012285012286,3
36047032500,86282,32.3,22.3,3.0434782608695654,32.96290243503841,3
36047032600,37183,35.5,45.3,21.794871794871796,64.74722564734896,10
36047032700,68611,37.3,12.7,22.559171597633135,43.691849646445846,5
36047032800,45603,47.8,22.2,45.36082474226804,68.66643812135756,4
36047032900,92769,32.7,18.1,21.893764434180138,48.86457815348915,1
36047033500,80833,26.8,24.6,44.008714596949886,65.01086619062403,1
36047033900,44947,36.4,24.9,26.18577075098814,44.64285714285714,2
36047034200,20706,38.5,42.0,5.826271186440677,64.94432071269487,6
36047034300,25083,38.1,45.8,10.355329949238579,35.251798561151084,2
36047034500,55774,32.6,15.3,26.90453230472517,45.960165351371664,4
36047034800,57750,30.1,17.1,12.11750305997552,90.64632677639503,5
36047034901,50150,39.6,5.5,0.5194805194805194,33.416833667334664,1
36047034902,47444,33.6,20.9,10.396975425330812,24.470470969349613,3
36047035101,42429,29.0,26.4,4.2212518195050945,20.212201591511935,6
36047035102,41250,35.0,39.5,14.577259475218659,51.6829191569676,6
36047035200,12110,71.4,53.8,0.7215007215007215,80.47255038220986,1
36047035301,39688,31.3,34.3,3.54295837023915,30.944055944055947,3
36047035400,56930,58.7,13.3,49.64463397299218,97.91174868349374,2
36047035500,54005,40.0,14.6,1.9020446980504042,32.05484206872614,2
36047035701,45296,34.2,30.9,5.128205128205128,23.215686274509807,1
36047035900,67264,31.9,22.6,10.532994923857867,29.361841031499914,8
36047036001,28952,58.6,32.0,18.80787037037037,99.29214929214929,1
36047036002,38047,58.5,26.8,8.268615806304249,96.7368664660958,5
36047036100,21398,36.5,40.1,11.62227602905569,27.008264462809915,4
36047036200,51768,36.3,29.6,23.842432619212165,97.33160621761658,2
36047036300,34916,33.9,31.6,18.966312874942318,19.284188034188034,5
36047036502,47279,24.1,36.2,10.861423220973784,38.66943866943867,1
36047036600,48075,36.7,30.2,24.617860016090106,96.45441389290883,6
36047036900,38036,33.2,29.5,14.567404426559355,45.2347334980586,8
36047037000,79688,46.1,17.7,67.18972895863052,99.16347992351817,2
36047037100,98281,32.7,12.1,34.93975903614458,27.639311043566362,2
36047037300,71518,31.8,27.7,22.39119035133718,40.21517343721016,2
36047037401,56667,37.0,16.9,30.739514348785875,93.67666232073012,1
36047037402,57667,44.9,16.0,18.702651515151516,93.06347022990764,1
36047037500,80268,33.8,18.3,19.539473684210527,43.842630018862835,7
36047037700,77302,34.7,20.2,33.156216790648244,36.790955969853236,2
36047037900,49427,39.0,27.9,33.85093167701863,16.55945216849969,4
36047038100,56909,36.3,23.2,14.98989898989899,42.313989448790245,4
36047038200,20908,35.8,49.6,1.8334206390780514,51.34845508126451,1
36047038300,82286,35.9,19.4,36.262719703977794,31.92380952380952,3
36047038500,90275,30.6,16.0,27.951967978652437,41.09763880025527,6
36047038600,90219,36.0,17.5,42.69230769230769,100.0,12
36047038700,76150,32.5,29.1,43.96060134784862,43.17789291882556,7
36047038800,76221,36.7,13.7,28.686493184634447,90.11511511511512,3
36047038900,83036,32.6,24.2,24.306076519129782,85.58292282430213,6
36047039000,78088,33.1,12.4,66.80216802168022,100.0,2
36047039100,96870,30.0,20.4,4.330900243309002,93.63311620088254,3
36047039200,54276,32.0,11.9,31.12807463952502,89.61504028648164,3
36047039300,98672,29.3,13.9,16.655780535597646,85.32634587899,3
36047039500,52188,31.5,24.1,19.66230936819172,63.2208922742111,4
36047039600,82868,40.8,11.8,47.56995581737849,98.42209072978304,1
36047039700,79087,34.7,12.1,25.818735719725815,59.435215946843854,3
36047039800,81078,37.5,14.5,53.59550561797752,100.0,3
36047039900,61543,30.9,25.2,20.574443141852285,60.622462787550745,5
36047040000,56541,42.8,16.9,46.349557522123895,98.5316265060241,4
36047040100,60750,34.5,35.6,31.195566112430722,64.12888508696892,4
36047040200,67986,41.0,20.5,50.05945303210464,100.0,4
36047040300,86309,34.2,23.7,35.19434628975265,44.893809308630814,8
36047040400,98482,38.5,11.1,51.95968645016797,98.52328663385082,1
36047040500,66362,30.5,20.8,17.703349282296653,64.44591029023748,1
36047040600,75885,36.1,12.4,36.908212560386474,99.29524288950415,2
36047040800,90000,39.6,21.9,55.40780141843972,100.0,6
36047040900,63626,34.1,30.2,10.506424792139079,82.69419862340216,3
36047041100,58377,36.4,21.8,24.606845513413507,64.99145299145299,2
36047041200,115714,38.8,22.2,49.01185770750988,100.0,5
36047041300,86190,33.4,14.6,27.87481804949054,76.44650655021834,6
36047041401,52750,34.8,26.0,44.18604651162791,95.45823195458232,1
36047041500,93211,34.3,20.5,24.3343653250774,61.76110884631064,3
36047041700,31250,36.8,27.6,10.587382160986222,74.61764705882352,3
36047041800,53830,27.4,22.8,25.821596244131456,99.76905311778292,3
36047041900,62656,28.8,35.6,9.60591133004926,62.15161649944258,1
36047042000,82606,28.8,20.1,45.97938144329897,99.27333705980995,2
36047042100,97250,32.0,18.5,14.899713467048711,87.26532458719747,6
36047042200,67277,32.3,22.2,39.335180055401665,96.88311688311688,4
36047042300,95506,30.7,12.7,8.195592286501377,88.61865407319954,2
36047042400,65278,39.8,22.2,30.610561056105613,99.79726305119108,3
36047042500,89044,27.9,25.0,13.615455381784727,94.21965317919076,3
36047042600,77500,36.7,30.1,34.91161616161616,99.3776350130496,5
36047042700,91750,31.1,14.4,10.31390134529148,93.25770547945206,12
36047042800,78807,43.3,9.9,37.367303609341825,98.98167006109979,4
36047042900,67908,29.3,26.1,4.587628865979381,89.76545842217483,8
36047043000,52652,34.7,13.1,19.248120300751882,99.87322515212982,3
36047043100,86530,30.0,7.8,4.801422643746296,92.20172201722016,4
36047043200,81548,38.2,16.3,23.578363384188627,99.54022988505747,4
36047043300,40000,32.3,31.8,6.181533646322379,67.87264833574528,4
36047043400,60724,40.4,27.2,30.83665338645418,97.82664280235234,1
36047043500,82967,32.9,21.3,20.44653349001175,84.01442307692308,4
36047043600,74197,40.9,17.7,29.854760623991396,99.00020403999183,2
36047043700,59643,31.8,17.4,10.244161358811041,88.7706631198936,5
36047043800,70344,31.9,12.5,17.44312026002167,97.94007490636703,3
36047043900,71471,39.1,20.4,38.526119402985074,73.36283185840709,8
36047044000,85000,29.3,20.3,34.375,97.6896551724138,1
36047044100,63378,31.9,28.9,8.472803347280335,89.14858096828047,8
36047044200,69722,34.8,19.4,56.32183908045977,99.6504854368932,1
36047044300,94327,34.3,18.1,13.753280839895012,98.43400447427292,5
36047044400,65500,32.0,26.7,27.38317757009346,93.95871281117184,1
36047044500,84318,34.3,21.7,18.562874251497004,93.97923875432525,6
36047044600,59464,35.0,11.1,40.66115702479339,98.61325115562404,1
36047044700,86595,35.0,39.4,6.054054054054054,83.0763299922899,4
36047044800,76364,41.8,9.7,61.096256684491976,99.23871669385535,1
36047044901,55156,29.3,33.2,1.809045226130653,44.16310424202565,1
36047045000,84583,27.4,34.6,45.06437768240343,98.80525686977299,1
36047045300,61420,39.6,44.6,0.0,73.36884154460719,5
36047045400,88456,30.1,7.7,46.27766599597585,82.09351753453772,5
36047045600,83289,41.0,13.6,17.007672634271103,99.1391028545537,3
36047046000,78155,37.0,14.7,48.84645982498011,95.2755905511811,1
36047046201,40058,44.1,14.2,39.14233576642336,99.63235294117648,2
36047046202,88092,27.9,15.1,60.03787878787878,98.3879355174207,1
36047047600,54149,17.6,18.5,43.02325581395349,95.69555302166476,3
36047047700,176190,33.3,10.7,24.837310195227765,99.72151898734177,2
36047047800,57228,26.6,21.3,37.99249530956848,98.09322033898306,4
36047048000,35088,38.6,43.6,18.04979253112033,96.89088191330345,3
36047048100,103529,33.2,9.4,17.089552238805968,96.58904558871761,5
36047048200,53301,41.9,14.2,35.338345864661655,92.81079234972678,2
36047048500,106893,31.6,22.4,15.893385982230997,91.5240083507307,4
36047048600,58722,28.8,18.2,27.306733167082292,79.83245423518461,4
36047048800,72254,34.5,14.0,43.089921544960774,92.59838998211092,1
36047049000,69575,35.8,11.9,23.205417607223477,90.59845195393619,1
36047049100,41156,40.3,30.6,18.58667648141332,82.47646632874728,7
36047049200,99444,39.2,26.2,54.55271565495208,87.14975845410629,3
36047049302,51860,36.7,32.0,5.211024978466839,87.11278792692613,10
36047049500,101875,30.4,26.4,10.271460014673513,85.47233722243132,6
36047049600,71952,36.0,14.0,31.385108086469177,97.71112865035518,9
36047049700,129489,33.4,7.9,23.690773067331673,96.22874806800618,9
36047049800,73066,37.8,6.4,24.401008827238336,94.22364848185634,2
36047049900,101250,32.6,6.6,30.76923076923077,97.13665943600867,3
36047050001,113780,51.3,5.8,52.52525252525253,89.62790697674419,3
36047050100,103846,33.0,14.0,18.815789473684212,96.92755498059509,9
36047050202,93995,47.7,6.7,62.88927335640139,98.52295409181637,2
36047050300,151250,32.6,6.7,18.076644974692694,97.04918032786885,4
36047050401,139947,39.2,9.6,22.385620915032682,87.58366800535475,1
36047050402,136825,43.6,10.0,56.11052072263549,76.61505605979711,5
36047050500,70361,33.5,29.7,8.166409861325114,72.27859778597787,2
36047050600,71316,37.3,14.4,17.699530516431924,63.14907872696818,8
36047050700,54342,12.6,39.9,27.02312138728324,97.99948704796103,4
36047050801,68125,32.9,19.4,0.0,39.72952283745853,5
36047050803,77625,33.5,21.0,3.571428571428571,44.06250000000001,6
36047050900,35333,13.0,68.5,26.278118609406953,99.89154013015184,3
36047051001,57464,30.2,20.4,0.0,22.157609785442144,3
36047051002,60193,35.4,12.9,6.618059450364553,40.70328660078143,3
36047051100,72803,37.1,23.1,9.528688524590164,94.11909448818898,1
36047051300,126358,32.1,17.5,10.436507936507937,94.77558348294434,12
36047051400,93630,38.2,9.7,11.858145548577761,49.37299893276415,2
36047051500,183056,33.3,8.6,23.392282958199356,93.86809269162211,1
36047051601,63672,32.0,20.5,4.668049792531121,34.22449380774524,1
36047051602,66875,37.6,11.3,2.5819958129797627,30.686863410812226,2
36047051700,191964,34.0,6.6,24.08863473909936,99.1759226083841,3
36047051800,92098,38.2,9.8,35.70057581573896,59.590261282660336,3
36047051900,205184,34.1,7.0,12.921705919796308,96.91561590688652,7
36047052000,118343,39.7,16.3,32.407407407407405,74.43023902167872,8
36047052300,91111,31.8,22.6,20.41553748870822,91.65393430099313,11
36047052500,30078,28.8,32.5,0.0,96.98124267291911,8
36047052600,83152,37.5,14.5,20.487264673311184,82.31736816642477,4
36047052700,61563,31.8,15.4,6.753355704697987,91.56182878183492,8
36047052900,38690,30.3,35.5,11.428571428571429,100.0,1
36047053200,70816,33.8,14.9,51.5625,93.9183987682833,6
36047053400,58800,32.6,17.5,20.101596516690854,93.24632276776465,1
36047053700,42143,14.3,43.1,25.71428571428571,98.46117976218233,1
36047053800,67521,36.9,13.4,17.674418604651162,83.36947456213511,6
36047053900,32321,27.2,55.7,14.531754574811625,96.65480427046263,1
36047054200,60750,45.4,21.8,21.52145643693108,97.52066115702479,6
36047054900,163269,30.8,22.6,12.93634496919918,100.0,5
36047055000,58409,39.8,23.7,30.42005420054201,91.85408667032364,3
36047055100,120841,35.2,12.8,21.757770632368704,87.16307277628033,6
36047055200,91731,47.7,9.5,23.333333333333332,99.72565157750343,9
36047055300,131016,32.6,20.7,23.26388888888889,99.90372272143773,13
36047055400,70833,37.1,12.2,16.38755980861244,98.7678659438147,3
36047055500,187115,33.1,5.9,28.010764745458623,94.28899561495093,5
36047055600,66048,41.2,31.1,32.986627043090635,98.74213836477988,1
36047055700,117353,33.1,4.8,10.0,98.92229154849687,2
36047056100,146250,35.1,6.0,19.296187683284458,98.08008776741634,7
36047056301,139760,33.9,11.2,16.964741951967298,98.13650651100134,4
36047056400,84524,42.7,10.0,87.26053639846744,97.24057520404197,2
36047056500,113634,36.0,6.5,13.782219884271434,99.54981992797119,3
36047056600,79236,53.2,25.7,43.55400696864111,83.20987654320989,1
36047056800,88661,45.2,23.2,65.46112115732369,100.0,4
36047056900,155804,36.2,3.5,35.064935064935064,98.38530066815144,4
36047057000,77121,55.4,9.7,90.42618900555898,95.31926406926407,5
36047057100,135188,34.2,6.7,15.582450832072617,98.87892376681614,6
36047057300,106765,36.1,10.5,32.8125,98.44407064760303,3
36047057400,89125,52.2,14.3,71.2136409227683,100.0,2
36047057500,138750,32.3,11.4,10.456679470763978,96.8919968919969,9
36047057600,81711,48.3,12.2,61.462450592885375,99.48364888123923,2
36047057800,53939,38.0,25.1,32.003395585738545,95.40117416829746,6
36047057901,140781,36.3,24.1,18.240343347639485,79.87470634299139,2
36047058000,36984,34.3,27.6,24.721030042918454,95.97811217510261,5
36047058200,54567,41.5,10.0,20.024420024420024,96.62393162393163,5
36047058400,71944,42.2,9.4,41.629629629629626,100.0,2
36047058600,79143,40.8,18.7,56.438026474127554,90.10183299389001,1
36047058800,85074,46.9,9.8,39.321074964639315,97.30043541364296,2
36047058901,100938,36.3,5.7,18.36228287841191,100.0,2
36047059000,72292,50.8,20.2,40.0887573964497,97.23237597911228,1
36047059100,130372,37.9,3.9,14.360862703840086,98.57035364936041,6
36047059200,54919,51.0,17.4,33.58913813459268,99.2838874680307,3
36047059300,106389,35.0,9.6,20.971074380165287,97.2457627118644,2
36047059402,77500,47.0,9.8,71.82368193604148,99.05643581983266,8
36047059403,79148,41.8,12.4,50.32317636195752,97.94520547945206,3
36047059404,76179,43.1,9.0,40.394973070017954,99.4428348562514,2
36047059600,53212,50.2,13.0,61.5819209039548,98.42150170648463,1
36047059800,80633,40.5,13.3,45.72940287226002,96.2962962962963,1
36047060000,94482,48.8,11.0,53.98865784499055,98.6633891534798,3
36047060600,94722,42.2,8.2,45.399698340874814,99.33847850055126,9
36047060800,68349,41.8,14.6,31.9047619047619,97.76081424936388,3
36047061003,49010,30.6,35.0,35.04132231404959,94.83944954128441,5
36047061004,38137,51.5,14.9,13.965884861407249,100.0,3
36047062000,87052,43.3,5.8,67.55485893416929,100.0,1
36047062200,66313,43.9,20.4,28.545618789521228,86.97968697968697,2
36047062600,76125,47.5,10.3,69.24444444444444,94.96875,1
36047062800,108227,44.5,3.4,87.92298716452743,100.0,4
36047064400,91563,30.8,23.0,60.42183622828784,89.8885044213764,2
36047065000,85022,51.3,10.2,64.71663619744058,66.00587371512482,2
36047065200,94643,55.0,1.4,84.92366412213741,96.28712871287128,2
36047065400,124750,43.6,3.5,85.96491228070175,99.55995599559955,2
36047065600,113676,42.0,3.0,89.88095238095238,98.93497757847534,1
36047065800,82917,45.7,13.8,77.8688524590164,98.10017271157167,1
36047066200,70662,53.4,12.0,73.51351351351352,97.7728285077951,4
36047067000,90272,45.1,8.3,60.07462686567165,41.59586257850019,3
36047067200,79728,38.5,3.4,78.33935018050542,43.74201787994891,1
36047067400,129028,42.0,6.4,86.32326820603907,40.99347717009534,1
36047067600,106833,35.8,20.3,72.84172661870504,20.733496332518342,1
36047067800,101944,37.0,12.4,54.57446808510639,10.382333553065259,1
36047068000,91625,37.4,1.6,83.23170731707317,32.40343347639485,1
36047068200,101976,48.6,8.0,79.28331466965287,57.56853396901073,1
36047068800,89750,44.6,2.4,80.08595988538681,45.734727572922395,3
36047069000,102083,41.8,6.8,65.0,46.86240644789868,1
36047069602,90917,49.7,9.9,77.78915046059366,76.85823754789271,2
36047069800,138688,38.5,2.5,82.01438848920863,95.60723514211887,4
36047070201,115144,45.1,3.6,75.83920430998757,98.11145510835914,1
36047072000,72305,38.4,22.9,38.26219512195122,17.87463271302644,1
36047072200,54583,48.7,13.1,70.9551656920078,17.821368948247073,4
36047072400,82218,45.3,13.2,69.03553299492386,6.857727737973384,2
36047072600,98235,43.7,13.7,92.32954545454545,21.529411764705884,1
36047072800,71218,45.0,7.2,77.64778325123153,16.645293665042317,2
36047073200,70250,39.3,14.2,65.37467700258398,11.465557096625057,1
36047073600,66213,42.1,11.9,46.11953612845674,41.373419883840114,2
36047073800,52221,38.2,7.3,44.409695074276776,49.985220218740764,1
36047074000,64211,39.6,20.6,30.520646319569124,42.19653179190751,4
36047074200,71940,35.4,13.0,43.231899265477445,64.35772357723577,4
36047074600,106923,31.7,7.0,53.72492836676218,91.19415807560138,3
36047074800,88958,31.0,13.5,48.656716417910445,84.5086705202312,1
36047075000,96207,29.3,3.2,52.63157894736842,83.85327391155296,2
36047076800,71250,32.0,15.9,38.29287392325764,98.12124248496994,2
36047077000,86768,34.3,7.9,43.351063829787236,29.948109710896965,4
36047077400,86455,33.0,7.5,10.046728971962617,39.00353773584906,4
36047078000,110625,45.4,2.4,76.48953301127214,5.378304466727435,1
36047078400,101000,41.7,9.9,63.26034063260341,26.91119691119691,1
36047078601,73322,43.5,15.0,22.074215033301616,38.537160833661034,6
36047078602,70060,36.8,21.1,33.86699507389162,24.103942652329746,1
36047078801,56314,34.4,9.4,18.53233830845771,25.882352941176467,2
36047079001,106667,30.0,5.4,26.190476190476193,14.832535885167463,3
36047079002,58859,35.6,9.6,13.531914893617023,18.832796276405293,1
36047079201,76776,45.6,21.9,26.07879924953096,25.726744186046513,4
36047079400,77153,37.3,23.2,42.52100840336134,37.238307349665924,7
36047079601,69223,36.6,18.2,11.344262295081966,52.42494226327945,5
36047079602,74769,35.4,14.6,16.02506714413608,44.375538329026696,2
36047079801,77214,32.9,5.1,26.785714285714285,56.45460160592959,1
36047079802,92757,39.2,17.2,2.9718255499807023,51.209189842805316,3
36047080000,102431,43.8,11.2,40.98360655737705,41.13693643237188,2
36047080200,95781,40.5,9.0,34.178552562070784,31.36531365313653,3
36047080400,56722,39.3,11.9,26.56800563777308,28.664882545346416,5
36047080600,70954,35.1,13.3,22.77383766745469,40.629351155666946,3
36047081000,71607,33.8,12.2,22.24622030237581,31.159420289855078,1
36047081400,72632,49.6,12.1,41.649484536082475,15.845070422535212,2
36047081600,100000,39.4,10.4,32.06412825651302,19.36679016503874,3
36047081800,71464,34.3,20.2,18.93592677345538,26.75417661097852,3
36047082000,55000,33.1,24.6,0.9575353871773521,25.087493092650583,8
36047082200,81484,32.8,10.4,8.104575163398692,20.96026074965526,2
36047082400,54900,36.1,14.8,16.084977238239755,20.168067226890752,3
36047082600,76181,39.6,10.5,27.553837658752073,13.027158313093402,5
36047082800,70380,41.9,12.7,27.18239886444287,22.4802110817942,7
36047083000,62177,38.9,13.0,20.490367775831874,12.103017854321374,1
36047083200,93803,43.7,8.6,69.56521739130434,15.824765310683953,1
36047083600,91378,42.7,7.5,71.40625,17.352056168505513,3
36047083800,69550,48.5,17.3,66.80384087791495,10.940594059405939,1
36047084000,88646,42.4,7.9,62.117647058823536,14.421553090332806,2
36047084600,59792,44.7,4.1,62.079062957540266,24.382553862322652,2
36047084800,98125,44.6,8.6,60.39426523297491,8.832612723903644,3
36047085600,76667,32.8,17.2,25.1696065128901,13.921622362291043,2
36047086000,73450,42.4,7.5,37.28668941979522,8.255401483392454,2
36047086200,58542,44.2,16.2,26.76056338028169,10.443444730077122,2
36047086600,72863,41.9,17.1,31.724137931034484,28.55759922555663,2
36047086800,52539,38.8,18.9,13.750954927425516,11.430416532127863,7
36047087000,59884,38.7,18.8,30.89430894308943,19.567177637511268,2
36047087401,38798,31.0,23.3,15.823190262652146,39.86486486486487,2
36047087800,60947,52.0,19.6,5.549845837615622,14.09371594624047,1
36047088001,59799,55.6,12.2,46.44243208279431,11.374407582938383,1
36047088002,97614,32.6,16.0,38.21339950372209,31.025416301489916,1
36047088200,46461,35.8,6.7,22.53580454928391,24.041811846689896,2
36047088400,43347,34.5,31.1,24.13240790176188,25.105404369490223,3
36047088600,48949,43.0,21.1,6.1897513952308465,11.84928111056024,1
36047088800,51335,42.1,21.6,20.85696282293636,15.901223171013157,2
36047089000,62667,34.4,20.0,7.4463425317564615,9.753748796258076,10
36047089200,28697,56.1,43.1,4.527296937416778,11.722731906218142,4
36047089400,51221,35.3,35.9,37.337057728119184,10.49237983587339,5
36047089600,33042,46.4,28.7,11.398963730569948,24.702627939142463,1
36047089800,76726,41.9,13.4,28.667563930013458,37.17605004468275,1
36047090000,33889,37.1,40.2,13.901601830663616,22.20767888307156,5
36047090200,50625,36.4,38.4,29.944751381215468,41.41296769695562,2
36047090600,24972,29.1,39.2,1.1318619128466327,23.886639676113365,8
36047090800,23821,36.6,59.8,0.9960159362549801,35.63218390804598,6
36047091000,16628,32.1,53.7,0.0,52.763353115727,3
36047091600,26581,35.3,34.5,10.728862973760933,28.656865188138546,5
36047091800,40525,43.3,27.0,37.270341207349084,49.143556280587276,4
36047092000,39005,34.5,23.9,40.86317722681359,9.999999999999998,2
