GEOID,NAME,B01003_001_estimate,B02001_001_estimate,med_inc_estimate,B25003_001_estimate,S1701_C01_001_estimate,B01003_001_moe,B02001_001_moe,med_inc_moe,B25003_001_moe,S1701_C01_001_moe
36047098400,"Census Tract 984, Kings County, New York",2233,2233,97386,665,2210,422,422,30619,86,421
36047098600,"Census Tract 986, Kings County, New York",2857,2857,81369,989,2857,489,489,14640,174,489
36047098800,"Census Tract 988, Kings County, New York",3348,3348,83628,1087,3022,534,534,15078,141,516
36047099000,"Census Tract 990, Kings County, New York",1742,1742,77721,505,1732,328,328,20787,93,328
36047099200,"Census Tract 992, Kings County, New York",2483,2483,81542,731,2483,533,533,6670,161,533
36047099400,"Census Tract 994, Kings County, New York",2057,2057,100266,634,2057,365,365,9712,100,365
36047099600,"Census Tract 996, Kings County, New York",3496,3496,65260,1183,3496,821,821,18515,200,821
36047099800,"Census Tract 998, Kings County, New York",4005,4005,80938,1277,4005,797,797,16514,191,797
36047100400,"Census Tract 1004, Kings County, New York",3004,3004,76207,932,3004,473,473,13504,90,473
36047100600,"Census Tract 1006, Kings County, New York",2809,2809,96597,897,2809,457,457,28451,120,457
36047100800,"Census Tract 1008, Kings County, New York",2236,2236,84348,654,2226,363,363,18793,73,364
36047101000,"Census Tract 1010, Kings County, New York",2293,2293,59070,860,2284,475,475,37045,203,475
36047101200,"Census Tract 1012, Kings County, New York",2324,2324,85556,844,2324,415,415,29030,119,415
36047101400,"Census Tract 1014, Kings County, New York",2169,2169,86923,828,2152,411,411,15848,106,411
36047101600,"Census Tract 1016, Kings County, New York",1710,1710,106944,520,1697,364,364,38536,71,364
36047101800,"Census Tract 1018, Kings County, New York",2176,2176,86188,753,2176,428,428,17938,136,428
36047102000,"Census Tract 1020, Kings County, New York",2261,2261,111767,719,2261,502,502,21384,87,502
36047102200,"Census Tract 1022, Kings County, New York",2364,2364,72273,766,2364,476,476,13800,89,476
36047102400,"Census Tract 1024, Kings County, New York",2245,2245,74643,658,2245,498,498,36371,73,498
36047102600,"Census Tract 1026, Kings County, New York",3193,3193,100417,954,3191,435,435,18669,117,435
36047102801,"Census Tract 1028.01, Kings County, New York",1610,1610,86300,558,1599,288,288,14296,111,288
36047103401,"Census Tract 1034.01, Kings County, New York",4379,4379,17871,1707,4379,707,707,8413,161,707
36047105801,"Census Tract 1058.01, Kings County, New York",6094,6094,19826,3463,6074,749,749,7105,387,748
36047105804,"Census Tract 1058.04, Kings County, New York",6831,6831,39446,3092,6752,889,889,7307,312,888
36047107001,"Census Tract 1070.01, Kings County, New York",2992,2992,53073,1290,2990,380,380,10565,136,379
36047107800,"Census Tract 1078, Kings County, New York",4667,4667,73847,1859,4656,757,757,6588,143,757
36047109800,"Census Tract 1098, Kings County, New York",2460,2460,52886,641,2460,563,563,11910,103,563
36047110400,"Census Tract 1104, Kings County, New York",4811,4811,41949,1697,4754,996,996,17824,140,981
36047110600,"Census Tract 1106, Kings County, New York",4994,4994,28000,1902,4994,738,738,8625,171,738
36047111000,"Census Tract 1110, Kings County, New York",3120,3120,28365,1440,3120,473,473,5929,158,473
36047111600,"Census Tract 1116, Kings County, New York",3617,3617,72472,1027,3268,803,803,19539,212,786
36047111800,"Census Tract 1118, Kings County, New York",3953,3953,75299,1260,3926,956,956,30405,382,952
36047112000,"Census Tract 1120, Kings County, New York",3353,3353,54706,1158,3353,671,671,31038,151,671
36047112200,"Census Tract 1122, Kings County, New York",2946,2946,22734,1420,2920,588,588,16757,449,580
36047112400,"Census Tract 1124, Kings County, New York",3938,3938,44875,1245,3938,704,704,20105,189,704
36047112600,"Census Tract 1126, Kings County, New York",4029,4029,49311,1625,3952,825,825,27543,296,772
36047112800,"Census Tract 1128, Kings County, New York",4024,4024,40063,1429,4024,1031,1031,24917,129,1031
36047113000,"Census Tract 1130, Kings County, New York",4087,4087,47700,1560,4087,773,773,12191,174,773
36047113200,"Census Tract 1132, Kings County, New York",2315,2315,50149,695,2307,469,469,7313,68,469
36047113400,"Census Tract 1134, Kings County, New York",2566,2566,27059,926,2552,602,602,15307,163,592
36047114202,"Census Tract 1142.02, Kings County, New York",3001,3001,58576,939,3001,598,598,25278,135,598
36047114400,"Census Tract 1144, Kings County, New York",2849,2849,72711,769,2842,522,522,7390,176,515
36047114600,"Census Tract 1146, Kings County, New York",3119,3119,35464,845,3119,847,847,6693,116,847
36047115000,"Census Tract 1150, Kings County, New York",2839,2839,63106,862,2839,758,758,6930,117,758
36047115200,"Census Tract 1152, Kings County, New York",3664,3664,48894,1073,3664,803,803,11976,134,803
36047115600,"Census Tract 1156, Kings County, New York",4320,4320,25842,1751,4281,596,596,8258,170,592
36047115800,"Census Tract 1158, Kings County, New York",3020,3020,57617,943,3020,667,667,31685,144,667
36047116000,"Census Tract 1160, Kings County, New York",2781,2781,41724,912,2771,591,591,15161,135,594
36047116200,"Census Tract 1162, Kings County, New York",2728,2728,54097,833,2728,645,645,16897,114,645
36047116400,"Census Tract 1164, Kings County, New York",4063,4063,60137,1187,4024,836,836,12007,254,835
36047116600,"Census Tract 1166, Kings County, New York",3028,3028,51477,1022,3015,712,712,26746,162,708
36047116800,"Census Tract 1168, Kings County, New York",2538,2538,61121,676,2538,491,491,14462,90,491
36047117201,"Census Tract 1172.01, Kings County, New York",2427,2427,56906,769,2408,376,376,14976,77,360
36047117202,"Census Tract 1172.02, Kings County, New York",4492,4492,67929,1486,4385,1268,1268,30139,340,1259
36047117601,"Census Tract 1176.01, Kings County, New York",3333,3333,54167,1038,3333,711,711,20257,180,711
36047117602,"Census Tract 1176.02, Kings County, New York",2782,2782,53444,945,2776,546,546,4397,154,545
36047117800,"Census Tract 1178, Kings County, New York",1924,1924,49423,544,1889,521,521,15771,141,521
36047118201,"Census Tract 1182.01, Kings County, New York",3329,3329,72098,931,3329,680,680,19104,146,680
36047118202,"Census Tract 1182.02, Kings County, New York",3581,3581,60438,966,3581,659,659,31670,177,659
36047118400,"Census Tract 1184, Kings County, New York",4899,4899,66408,1572,4899,846,846,9630,234,846
36047118600,"Census Tract 1186, Kings County, New York",3516,3516,75583,792,3464,699,699,19808,76,680
36047118800,"Census Tract 1188, Kings County, New York",4814,4814,59112,1205,4757,813,813,17744,144,795
36047119000,"Census Tract 1190, Kings County, New York",2372,2372,48375,764,2366,508,508,25269,153,508
36047119200,"Census Tract 1192, Kings County, New York",3421,3421,85071,1118,3421,777,777,59465,160,777
36047119400,"Census Tract 1194, Kings County, New York",5898,5898,55788,1378,5898,1215,1215,13199,161,1215
36047119600,"Census Tract 1196, Kings County, New York",5099,5099,43916,1913,5089,787,787,5139,325,791
36047119800,"Census Tract 1198, Kings County, New York",3664,3664,38854,1121,3436,789,789,8896,137,771
36047120000,"Census Tract 1200, Kings County, New York",2769,2769,34522,937,2626,517,517,21052,363,537
36047120200,"Census Tract 1202, Kings County, New York",2160,2160,80170,563,2134,372,372,39866,65,380
36047120801,"Census Tract 1208.01, Kings County, New York",5672,5672,69235,1498,5642,1458,1458,65806,231,1455
36047120802,"Census Tract 1208.02, Kings County, New York",4556,4556,30707,1696,4556,1309,1309,3983,281,1309
36047120803,"Census Tract 1208.03, Kings County, New York",1916,1916,29331,633,1739,290,290,604,101,277
36047121000,"Census Tract 1210, Kings County, New York",4237,4237,14494,1706,4237,766,766,7018,236,766
36047121400,"Census Tract 1214, Kings County, New York",4720,4720,20600,1562,4720,768,768,5215,98,768
36047122000,"Census Tract 1220, Kings County, New York",6741,6741,48036,2215,6741,992,992,14007,213,992
36047123700,"Census Tract 1237, Kings County, New York",8372,8372,45333,1186,8372,1513,1513,8380,181,1513
36047150200,"Census Tract 1502, Kings County, New York",2807,2807,112228,1043,2807,459,459,34313,139,459
36047152200,"Census Tract 1522, Kings County, New York",3578,3578,205227,1388,3577,661,661,94701,509,661
36061000201,"Census Tract 2.01, New York County, New York",2740,2740,32286,856,2693,1385,1385,18432,184,1383
36061000202,"Census Tract 2.02, New York County, New York",6789,6789,31806,3235,6771,771,771,7207,320,772
36061000600,"Census Tract 6, New York County, New York",10732,10732,19692,4779,10576,1247,1247,8736,675,1239
36061000700,"Census Tract 7, New York County, New York",8653,8653,193276,4808,8653,993,993,24210,529,993
36061000800,"Census Tract 8, New York County, New York",9189,9189,28269,4246,9184,1146,1146,9995,707,1144
36061000900,"Census Tract 9, New York County, New York",1906,1906,208438,858,1905,343,343,67056,189,343
36061001001,"Census Tract 10.01, New York County, New York",1615,1615,101893,777,1615,235,235,13095,51,235
36061001002,"Census Tract 10.02, New York County, New York",5520,5520,22183,2390,5520,1052,1052,4516,414,1052
36061001200,"Census Tract 12, New York County, New York",4372,4372,83669,1901,4316,506,506,33044,205,501
36061001300,"Census Tract 13, New York County, New York",4844,4844,193065,2582,4844,728,728,22753,284,728
36061001401,"Census Tract 14.01, New York County, New York",3071,3071,95515,1564,3009,533,533,27174,210,531
36061001402,"Census Tract 14.02, New York County, New York",3133,3133,33793,1624,3132,607,607,26727,252,608
36061001501,"Census Tract 15.01, New York County, New York",7749,7749,109832,3502,7329,1661,1661,14629,421,1640
36061001502,"Census Tract 15.02, New York County, New York",8133,8133,197993,3680,7640,993,993,42017,424,962
36061001600,"Census Tract 16, New York County, New York",8133,8133,41583,3477,8132,1138,1138,31261,738,1138
36061001800,"Census Tract 18, New York County, New York",7271,7271,71567,3015,6884,880,880,17487,333,883
36061002000,"Census Tract 20, New York County, New York",5015,5015,25833,1956,5015,729,729,4576,179,729
36061002201,"Census Tract 22.01, New York County, New York",6689,6689,26021,2999,6662,864,864,6158,275,864
36061002202,"Census Tract 22.02, New York County, New York",2422,2422,114676,989,2422,536,536,23154,133,536
36061002400,"Census Tract 24, New York County, New York",4385,4385,14533,1780,4385,759,759,4549,157,759
36061002500,"Census Tract 25, New York County, New York",5289,5289,21381,1979,5267,907,907,3557,159,905
36061002601,"Census Tract 26.01, New York County, New York",4171,4171,32727,1892,4171,772,772,21998,440,772
36061002602,"Census Tract 26.02, New York County, New York",3683,3683,68537,1914,3666,558,558,23736,183,560
36061002700,"Census Tract 27, New York County, New York",1253,1253,107031,634,1247,353,353,64005,248,354
36061002800,"Census Tract 28, New York County, New York",6483,6483,52448,3073,6453,901,901,12713,306,912
36061002902,"Census Tract 29.02, New York County, New York",4197,4197,28615,1935,4197,745,745,15876,510,745
36061003001,"Census Tract 30.01, New York County, New York",3718,3718,78935,1995,3718,629,629,21877,267,629
36061003002,"Census Tract 30.02, New York County, New York",3126,3126,73607,1661,3126,334,334,19994,154,334
36061003100,"Census Tract 31, New York County, New York",2684,2684,193667,730,1537,337,337,37499,108,276
36061003200,"Census Tract 32, New York County, New York",8000,8000,82984,4563,8000,1339,1339,13187,505,1339
36061003400,"Census Tract 34, New York County, New York",6981,6981,92569,3802,6981,1078,1078,26554,479,1078
36061003601,"Census Tract 36.01, New York County, New York",2940,2940,44193,1479,2940,389,389,15883,225,389
36061003602,"Census Tract 36.02, New York County, New York",3561,3561,130924,1553,3248,545,545,48528,231,540
36061003700,"Census Tract 37, New York County, New York",3338,3338,211979,1697,3338,636,636,96997,511,636
36061003800,"Census Tract 38, New York County, New York",8137,8137,72736,4559,7810,1205,1205,9720,600,1133
36061003900,"Census Tract 39, New York County, New York",6830,6830,190563,3073,6814,1198,1198,125111,686,1198
36061004001,"Census Tract 40.01, New York County, New York",3004,3004,111985,1975,2923,484,484,32963,295,473
36061004002,"Census Tract 40.02, New York County, New York",6135,6135,139865,2051,4575,1788,1788,53132,348,1785
36061004100,"Census Tract 41, New York County, New York",7854,7854,97287,3334,7485,1546,1546,24020,471,1538
36061004200,"Census Tract 42, New York County, New York",5347,5347,128578,1591,2517,495,495,45026,289,425
36061004300,"Census Tract 43, New York County, New York",3788,3788,102763,2296,3788,573,573,39651,453,573
36061004400,"Census Tract 44, New York County, New York",16629,16629,125895,8177,16629,1907,1907,27330,837,1907
36061004500,"Census Tract 45, New York County, New York",1189,1189,145370,496,1189,219,219,65051,83,219
36061004700,"Census Tract 47, New York County, New York",2714,2714,137882,1607,2698,424,424,44760,375,427
36061004800,"Census Tract 48, New York County, New York",6541,6541,164620,2855,5367,775,775,11913,322,752
36061004900,"Census Tract 49, New York County, New York",4411,4411,119821,2538,4410,756,756,27470,372,756
36061005000,"Census Tract 50, New York County, New York",5042,5042,168125,2852,4978,814,814,42351,299,816
36061005200,"Census Tract 52, New York County, New York",3254,3254,165972,1299,2397,368,368,38565,158,361
36061005400,"Census Tract 54, New York County, New York",4851,4851,164700,2882,4815,566,566,36789,423,563
36061005501,"Census Tract 55.01, New York County, New York",5073,5073,178008,1953,4511,749,749,36190,154,713
36061005502,"Census Tract 55.02, New York County, New York",1912,1912,129250,1070,1912,340,340,32967,217,340
36061005600,"Census Tract 56, New York County, New York",4190,4190,162105,2328,4156,769,769,52222,343,765
36061005700,"Census Tract 57, New York County, New York",3016,3016,198529,1506,3007,556,556,64872,222,556
36061005800,"Census Tract 58, New York County, New York",4017,4017,138706,2195,4001,633,633,33556,232,637
36061005900,"Census Tract 59, New York County, New York",5047,5047,151031,2419,4104,672,672,26941,344,652
36061006000,"Census Tract 60, New York County, New York",5698,5698,189625,2398,5698,730,730,51869,302,730
36061006100,"Census Tract 61, New York County, New York",5143,5143,244702,2231,3819,609,609,44485,463,572
36061006200,"Census Tract 62, New York County, New York",4385,4385,100403,1278,3515,768,768,20651,176,725
36061006300,"Census Tract 63, New York County, New York",6456,6456,160781,3435,6177,1019,1019,30498,371,1010
36061006400,"Census Tract 64, New York County, New York",7415,7415,102312,4187,7087,1015,1015,11351,618,1007
36061006500,"Census Tract 65, New York County, New York",5933,5933,106561,3116,4884,706,706,13731,489,670
36061006600,"Census Tract 66, New York County, New York",12022,12022,101127,6821,11802,1887,1887,26213,892,1890
36061006700,"Census Tract 67, New York County, New York",5093,5093,113685,3373,5076,898,898,21795,401,898
36061006800,"Census Tract 68, New York County, New York",8293,8293,136962,3820,7226,1114,1114,23709,501,1115
36061006900,"Census Tract 69, New York County, New York",2450,2450,237500,1090,2126,372,372,65948,134,340
36061007001,"Census Tract 70.01, New York County, New York",3572,3572,110150,2012,3410,1309,1309,47426,434,1325
36061007002,"Census Tract 70.02, New York County, New York",4292,4292,130405,2295,4292,645,645,39401,294,645
36061007100,"Census Tract 71, New York County, New York",5384,5384,176711,2718,5166,803,803,35837,278,789
36061007200,"Census Tract 72, New York County, New York",7882,7882,141161,4392,7660,894,894,28189,523,905
36061007300,"Census Tract 73, New York County, New York",5428,5428,142409,3627,5428,715,715,42874,498,715
36061007400,"Census Tract 74, New York County, New York",4805,4805,178045,2480,4231,716,716,22878,347,649
36061007500,"Census Tract 75, New York County, New York",3610,3610,109250,2400,3610,542,542,17426,291,542
36061007600,"Census Tract 76, New York County, New York",2258,2258,131429,1284,2258,345,345,43899,179,345
36061007700,"Census Tract 77, New York County, New York",5849,5849,143750,3446,5849,623,623,24626,301,623
36061007800,"Census Tract 78, New York County, New York",9494,9494,151900,4703,9494,1386,1386,35907,647,1386
36061007900,"Census Tract 79, New York County, New York",4170,4170,104246,2328,4170,711,711,19912,306,711
36061008000,"Census Tract 80, New York County, New York",5282,5282,148750,2944,5174,701,701,20570,292,662
36061008100,"Census Tract 81, New York County, New York",7318,7318,144375,4293,7245,1122,1122,24960,541,1119
36061008200,"Census Tract 82, New York County, New York",3567,3567,165911,1957,3567,913,913,50149,314,913
36061008300,"Census Tract 83, New York County, New York",4073,4073,56197,2127,4073,714,714,34272,302,714
36061008400,"Census Tract 84, New York County, New York",1466,1466,200521,817,1464,322,322,99983,178,322
36061008601,"Census Tract 86.01, New York County, New York",3042,3042,153333,1438,3042,439,439,23151,159,439
36061008603,"Census Tract 86.03, New York County, New York",5226,5226,204292,2659,5226,877,877,20810,372,877
36061008700,"Census Tract 87, New York County, New York",6216,6216,172825,3742,6216,853,853,39309,413,853
36061008800,"Census Tract 88, New York County, New York",8108,8108,119571,4896,8108,975,975,26399,529,975
36061008900,"Census Tract 89, New York County, New York",5844,5844,111131,3095,5289,620,620,32036,345,614
36061009000,"Census Tract 90, New York County, New York",7775,7775,146289,4693,7775,1025,1025,30873,527,1025
36061009100,"Census Tract 91, New York County, New York",6656,6656,148859,3731,6656,813,813,50521,412,813
36061009200,"Census Tract 92, New York County, New York",1541,1541,153661,956,1501,295,295,41678,154,289
36061009300,"Census Tract 93, New York County, New York",10198,10198,87706,5582,10151,1212,1212,22548,655,1208
36061009500,"Census Tract 95, New York County, New York",3151,3151,154274,1296,2227,657,657,44597,150,431
36061009600,"Census Tract 96, New York County, New York",220,220,98846,170,220,80,80,97208,61,80
36061009700,"Census Tract 97, New York County, New York",4620,4620,64672,2882,4601,505,505,25237,308,505
36061009800,"Census Tract 98, New York County, New York",7426,7426,99657,4267,7426,1174,1174,30566,637,1174
36061009902,"Census Tract 99.02, New York County, New York",3210,3210,140077,1882,3210,554,554,23363,259,554
36061009903,"Census Tract 99.03, New York County, New York",744,744,143011,487,722,144,144,82150,100,145
36061010000,"Census Tract 100, New York County, New York",1747,1747,101406,1154,1747,377,377,55327,337,377
36061010100,"Census Tract 101, New York County, New York",1683,1683,101500,1024,1683,570,570,33110,203,570
36061010200,"Census Tract 102, New York County, New York",214,214,83857,156,214,132,132,34506,121,132
36061010300,"Census Tract 103, New York County, New York",2565,2565,110756,1426,2565,542,542,30045,200,542
36061010400,"Census Tract 104, New York County, New York",830,830,165000,520,828,191,191,57967,130,192
36061010601,"Census Tract 106.01, New York County, New York",7632,7632,243082,4293,7632,1431,1431,54350,601,1431
36061010602,"Census Tract 106.02, New York County, New York",4812,4812,194188,2105,4812,555,555,45533,211,555
36061010801,"Census Tract 108.01, New York County, New York",3035,3035,171250,1625,2551,595,595,28892,308,602
36061010802,"Census Tract 108.02, New York County, New York",4432,4432,139327,2194,4432,1415,1415,31485,499,1415
36061010803,"Census Tract 108.03, New York County, New York",1335,1335,139261,801,1335,399,399,44250,221,399
36061010900,"Census Tract 109, New York County, New York",251,251,155417,107,251,58,58,47068,24,58
36061011000,"Census Tract 110, New York County, New York",7553,7553,144430,4063,7552,1139,1139,28097,501,1140
36061011100,"Census Tract 111, New York County, New York",4540,4540,109868,2670,4540,711,711,30566,275,711
36061011201,"Census Tract 112.01, New York County, New York",919,919,184200,486,919,186,186,43860,89,186
36061011202,"Census Tract 112.02, New York County, New York",491,491,222500,248,491,144,144,126403,69,144
36061011203,"Census Tract 112.03, New York County, New York",1206,1206,182014,623,1206,236,236,49474,91,236
36061011300,"Census Tract 113, New York County, New York",107,107,81667,44,107,37,37,8561,18,37
36061011402,"Census Tract 114.02, New York County, New York",2239,2239,204000,1110,2239,558,558,112762,211,558
36061011500,"Census Tract 115, New York County, New York",3367,3367,147159,1750,3363,701,701,43028,194,700
36061011600,"Census Tract 116, New York County, New York",3782,3782,87987,2161,3636,644,644,34373,417,642
36061011700,"Census Tract 117, New York County, New York",4900,4900,124111,3243,4900,722,722,38749,574,722
36061011800,"Census Tract 118, New York County, New York",9567,9567,158472,5176,9547,993,993,24369,539,992
36061011900,"Census Tract 119, New York County, New York",1152,1152,18056,1048,1152,160,160,4457,159,160
36061012000,"Census Tract 120, New York County, New York",3013,3013,161526,1685,3013,581,581,79546,302,581
36061012101,"Census Tract 121.01, New York County, New York",2899,2899,54850,1619,2886,689,689,26764,297,688
36061012102,"Census Tract 121.02, New York County, New York",5053,5053,52689,3432,5053,858,858,12984,508,858
36061012200,"Census Tract 122, New York County, New York",2986,2986,231701,1347,2986,672,672,50152,235,672
36061012400,"Census Tract 124, New York County, New York",10249,10249,134163,4931,9779,1304,1304,26603,606,1279
36061012500,"Census Tract 125, New York County, New York",2427,2427,157177,1488,2378,437,437,56610,237,434
36061012601,"Census Tract 126.01, New York County, New York",7106,7106,102125,3700,7106,1497,1497,16276,669,1497
36061012602,"Census Tract 126.02, New York County, New York",4847,4847,177882,2583,4847,1092,1092,39112,490,1092
36061012700,"Census Tract 127, New York County, New York",7298,7298,132578,4243,7298,1022,1022,41898,497,1022
36061012800,"Census Tract 128, New York County, New York",5574,5574,166797,2532,5571,757,757,48287,333,756
36061012901,"Census Tract 129.01, New York County, New York",7025,7025,112589,4256,6984,1013,1013,29493,514,1018
36061012902,"Census Tract 129.02, New York County, New York",2374,2374,86514,1205,2374,500,500,11646,237,500
36061013000,"Census Tract 130, New York County, New York",3595,3595,175208,1785,3595,767,767,64235,302,767
36061013100,"Census Tract 131, New York County, New York",2780,2780,97240,1868,2780,340,340,25909,251,340
36061013201,"Census Tract 132.01, New York County, New York",2496,2496,107895,1192,2496,993,993,69811,361,993
36061013202,"Census Tract 132.02, New York County, New York",3603,3603,83240,2319,3603,901,901,49271,357,901
36061013203,"Census Tract 132.03, New York County, New York",4452,4452,110642,2498,4452,1098,1098,56334,383,1098
36061013300,"Census Tract 133, New York County, New York",6471,6471,84772,3979,6471,802,802,21833,536,802
36061013400,"Census Tract 134, New York County, New York",11272,11272,127788,5805,11272,1540,1540,42995,681,1540
36061013501,"Census Tract 135.01, New York County, New York",4936,4936,57741,2574,4936,940,940,23670,283,940
36061013601,"Census Tract 136.01, New York County, New York",1714,1714,227462,864,1714,536,536,90622,322,536
36061013602,"Census Tract 136.02, New York County, New York",6756,6756,142734,2879,6756,2117,2117,63975,545,2117
36061013603,"Census Tract 136.03, New York County, New York",4069,4069,111912,2224,4069,689,689,49097,486,689
36061013604,"Census Tract 136.04, New York County, New York",4042,4042,126863,2332,4042,736,736,35803,334,736
36061013700,"Census Tract 137, New York County, New York",6579,6579,164849,3382,6579,1107,1107,50329,462,1107
36061013800,"Census Tract 138, New York County, New York",12879,12879,163182,6762,12419,2251,2251,25083,1026,2229
36061013900,"Census Tract 139, New York County, New York",10203,10203,103362,6787,10201,1588,1588,22491,1116,1587
36061014000,"Census Tract 140, New York County, New York",7461,7461,131641,3977,7436,912,912,34225,606,912
36061014200,"Census Tract 142, New York County, New York",4747,4747,211951,2094,4747,877,877,89044,336,877
36061014401,"Census Tract 144.01, New York County, New York",4644,4644,166583,2445,4644,804,804,49167,444,804
36061014402,"Census Tract 144.02, New York County, New York",7028,7028,135301,3747,7028,907,907,23921,370,907
36061014500,"Census Tract 145, New York County, New York",6401,6401,184231,2982,5539,817,817,25765,375,840
36061014601,"Census Tract 146.01, New York County, New York",4312,4312,131488,2373,4305,713,713,28733,445,714
36061014602,"Census Tract 146.02, New York County, New York",7878,7878,115790,4549,7878,980,980,15293,635,980
36061014700,"Census Tract 147, New York County, New York",3041,3041,207425,1436,3041,602,602,25139,212,602
36061014801,"Census Tract 148.01, New York County, New York",2751,2751,168068,1286,2751,566,566,25997,150,566
36061014802,"Census Tract 148.02, New York County, New York",6615,6615,139196,3159,6615,1140,1140,46384,390,1140
36061014900,"Census Tract 149, New York County, New York",5412,5412,149324,2915,5051,798,798,37111,387,761
36061015001,"Census Tract 150.01, New York County, New York",2001,2001,175893,908,2001,385,385,44076,140,385
36061015101,"Census Tract 151.01, New York County, New York",3747,3747,26533,1580,3747,1099,1099,12150,164,1099
36061015102,"Census Tract 151.02, New York County, New York",7426,7426,145608,3564,7426,1503,1503,66391,467,1503
36061015200,"Census Tract 152, New York County, New York",8122,8122,114406,3607,8122,904,904,19296,322,904
36061015301,"Census Tract 153.01, New York County, New York",4450,4450,135911,2371,4450,767,767,50081,431,767
36061015302,"Census Tract 153.02, New York County, New York",5431,5431,127339,2986,5431,642,642,41388,358,642
36061015401,"Census Tract 154.01, New York County, New York",5071,5071,107342,3050,5071,1298,1298,33436,747,1298
36061015402,"Census Tract 154.02, New York County, New York",3579,3579,104593,1681,3579,1259,1259,56296,314,1259
36061015403,"Census Tract 154.03, New York County, New York",5211,5211,91853,2655,5211,945,945,33084,429,945
36061015501,"Census Tract 155.01, New York County, New York",5197,5197,191490,2979,5197,1230,1230,66452,615,1230
36061015502,"Census Tract 155.02, New York County, New York",5095,5095,136549,2796,5095,976,976,37750,395,976
36061015601,"Census Tract 156.01, New York County, New York",5170,5170,106520,2655,5139,654,654,23659,315,654
36061015602,"Census Tract 156.02, New York County, New York",2193,2193,67813,1116,2193,382,382,42112,191,382
36061015700,"Census Tract 157, New York County, New York",10447,10447,140734,6019,9966,1350,1350,21557,898,1318
36061015801,"Census Tract 158.01, New York County, New York",4877,4877,165481,2381,4644,518,518,36054,314,511
36061015802,"Census Tract 158.02, New York County, New York",4284,4284,77889,1874,3317,631,631,29354,432,573
36061015900,"Census Tract 159, New York County, New York",8606,8606,144315,5024,8606,1511,1511,30528,658,1511
36061016002,"Census Tract 160.02, New York County, New York",3522,3522,122688,1257,2903,869,869,36089,201,855
36061016100,"Census Tract 161, New York County, New York",6544,6544,119914,3844,6544,783,783,24237,614,783
36061016200,"Census Tract 162, New York County, New York",9066,9066,28189,4650,9049,1350,1350,12892,919,1350
36061016300,"Census Tract 163, New York County, New York",7575,7575,121569,3368,7575,1615,1615,39355,460,1615
36061016400,"Census Tract 164, New York County, New York",8042,8042,25156,3380,8041,1244,1244,11184,467,1244
36061016500,"Census Tract 165, New York County, New York",7431,7431,194477,3199,7431,995,995,38695,308,995
36061016700,"Census Tract 167, New York County, New York",6966,6966,215827,3210,6966,868,868,26039,309,868
36061016800,"Census Tract 168, New York County, New York",5110,5110,34115,1848,4502,629,629,14862,205,607
36061016900,"Census Tract 169, New York County, New York",7984,7984,153854,4049,7921,972,972,36359,503,980
36061017000,"Census Tract 170, New York County, New York",8968,8968,40742,3405,8926,1375,1375,8569,307,1369
36061017100,"Census Tract 171, New York County, New York",9517,9517,148201,4173,9358,1669,1669,37251,801,1664
36061017200,"Census Tract 172, New York County, New York",5110,5110,35486,2126,5109,1150,1150,17206,255,1150
36061017300,"Census Tract 173, New York County, New York",8867,8867,116969,4488,8867,1286,1286,31015,581,1286
36061017401,"Census Tract 174.01, New York County, New York",4967,4967,37464,2130,4870,900,900,9250,209,902
36061017402,"Census Tract 174.02, New York County, New York",2759,2759,57750,1082,2759,480,480,15754,127,480
36061017500,"Census Tract 175, New York County, New York",10628,10628,163000,4574,10154,1849,1849,56448,542,1840
36061017700,"Census Tract 177, New York County, New York",10581,10581,97412,4657,10581,2718,2718,46718,747,2718
36061017800,"Census Tract 178, New York County, New York",4087,4087,46198,1889,4065,732,732,22856,321,737
36061017900,"Census Tract 179, New York County, New York",9116,9116,125259,4218,9116,1940,1940,36289,480,1940
36061018000,"Census Tract 180, New York County, New York",7048,7048,27152,3071,7048,1149,1149,15095,383,1149
36061018100,"Census Tract 181, New York County, New York",9064,9064,102127,4335,9064,1382,1382,27677,574,1382
36061018200,"Census Tract 182, New York County, New York",7212,7212,29929,2952,7212,1021,1021,15135,281,1021
36061018300,"Census Tract 183, New York County, New York",8578,8578,129909,3900,8573,1408,1408,46158,510,1408
36061018400,"Census Tract 184, New York County, New York",7846,7846,27293,3348,7753,1122,1122,5630,336,1123
36061018500,"Census Tract 185, New York County, New York",5155,5155,142986,2763,5155,695,695,38429,387,695
36061018600,"Census Tract 186, New York County, New York",6074,6074,40073,1891,5894,1026,1026,7389,169,1023
36061018700,"Census Tract 187, New York County, New York",9874,9874,140970,3786,9831,2591,2591,33172,372,2590
36061018800,"Census Tract 188, New York County, New York",4955,4955,42272,2239,4939,1063,1063,13234,331,1066
36061018900,"Census Tract 189, New York County, New York",11245,11245,29421,4545,10752,1352,1352,10999,451,1351
36061019000,"Census Tract 190, New York County, New York",3722,3722,76406,1638,3722,404,404,17761,118,404
36061019100,"Census Tract 191, New York County, New York",8888,8888,130625,4460,8809,1068,1068,20299,497,1060
36061019200,"Census Tract 192, New York County, New York",4247,4247,16295,1514,4005,668,668,6718,231,598
36061019300,"Census Tract 193, New York County, New York",10614,10614,73487,4127,10483,1422,1422,16789,411,1411
