GEOID,NAME,B01003_001_estimate,B02001_001_estimate,med_inc_estimate,B25003_001_estimate,S1701_C01_001_estimate,B01003_001_moe,B02001_001_moe,med_inc_moe,B25003_001_moe,S1701_C01_001_moe
36047019000,"Census Tract 190, Kings County, New York",5114,5114,65821,1583,5104,913,913,33755,271,912
36047019100,"Census Tract 191, Kings County, New York",2993,2993,134583,1184,2943,549,549,34463,146,549
36047019200,"Census Tract 192, Kings County, New York",2876,2876,52885,714,2870,615,615,21831,98,616
36047019300,"Census Tract 193, Kings County, New York",5684,5684,67000,2512,4156,559,559,4289,347,526
36047019400,"Census Tract 194, Kings County, New York",3512,3512,47031,1096,3508,800,800,23322,322,800
36047019500,"Census Tract 195, Kings County, New York",3405,3405,96106,1769,3405,433,433,22621,213,433
36047019600,"Census Tract 196, Kings County, New York",4670,4670,78629,1549,4556,749,749,18346,287,742
36047019700,"Census Tract 197, Kings County, New York",3754,3754,107149,1762,3741,463,463,49898,199,465
36047019800,"Census Tract 198, Kings County, New York",1895,1895,66563,645,1875,325,325,23189,144,324
36047019900,"Census Tract 199, Kings County, New York",3632,3632,118996,1907,3614,534,534,10814,301,534
36047020000,"Census Tract 200, Kings County, New York",2387,2387,76667,686,2380,442,442,22609,129,443
36047020100,"Census Tract 201, Kings County, New York",4277,4277,129720,1961,4259,605,605,24193,216,600
36047020200,"Census Tract 202, Kings County, New York",1924,1924,71875,649,1895,342,342,23347,85,342
36047020300,"Census Tract 203, Kings County, New York",1849,1849,173125,697,1849,313,313,46382,82,313
36047020400,"Census Tract 204, Kings County, New York",1886,1886,89474,708,1886,235,235,46408,104,235
36047020500,"Census Tract 205, Kings County, New York",3407,3407,128281,1500,3407,575,575,28662,186,575
36047020600,"Census Tract 206, Kings County, New York",2692,2692,95114,853,2691,410,410,35323,126,410
36047020700,"Census Tract 207, Kings County, New York",4923,4923,158214,2362,4923,633,633,25145,242,633
36047020800,"Census Tract 208, Kings County, New York",3251,3251,48750,1185,3250,590,590,29823,396,589
36047021000,"Census Tract 210, Kings County, New York",4089,4089,58631,1258,4089,641,641,23119,195,641
36047021100,"Census Tract 211, Kings County, New York",3008,3008,72005,1263,3008,415,415,22946,113,415
36047021200,"Census Tract 212, Kings County, New York",4328,4328,58385,1377,4309,782,782,13099,242,770
36047021300,"Census Tract 213, Kings County, New York",4346,4346,66683,1954,4346,929,929,21455,270,929
36047021400,"Census Tract 214, Kings County, New York",2482,2482,73456,536,2439,527,527,22630,96,509
36047021500,"Census Tract 215, Kings County, New York",6271,6271,104796,2694,6271,800,800,34524,309,800
36047021600,"Census Tract 216, Kings County, New York",3945,3945,34815,891,3945,716,716,8691,143,716
36047021700,"Census Tract 217, Kings County, New York",3493,3493,70625,1662,3493,553,553,26428,212,553
36047021800,"Census Tract 218, Kings County, New York",2927,2927,60816,782,2927,772,772,27807,141,772
36047021900,"Census Tract 219, Kings County, New York",3882,3882,104423,1684,3882,736,736,43837,177,736
36047022000,"Census Tract 220, Kings County, New York",5153,5153,39321,1268,5127,814,814,9867,223,817
36047022100,"Census Tract 221, Kings County, New York",4058,4058,69213,1532,4058,726,726,19269,232,726
36047022200,"Census Tract 222, Kings County, New York",4034,4034,31090,1021,4034,826,826,12622,181,826
36047022400,"Census Tract 224, Kings County, New York",5479,5479,44677,1278,5479,1234,1234,14096,208,1234
36047022600,"Census Tract 226, Kings County, New York",2478,2478,75714,570,2478,690,690,16003,96,690
36047022700,"Census Tract 227, Kings County, New York",4244,4244,108750,1828,4244,686,686,33439,179,686
36047022800,"Census Tract 228, Kings County, New York",4129,4129,48507,865,3962,753,753,29024,123,721
36047022900,"Census Tract 229, Kings County, New York",4082,4082,122989,1655,4067,644,644,23305,238,645
36047023000,"Census Tract 230, Kings County, New York",4555,4555,46691,955,4555,1305,1305,31858,192,1305
36047023100,"Census Tract 231, Kings County, New York",3623,3623,140888,1631,3621,541,541,41463,228,541
36047023200,"Census Tract 232, Kings County, New York",6593,6593,58086,1154,6589,1326,1326,25800,167,1327
36047023300,"Census Tract 233, Kings County, New York",6953,6953,61049,2175,6942,1189,1189,16795,247,1190
36047023400,"Census Tract 234, Kings County, New York",5080,5080,26795,1296,5026,1078,1078,6416,176,1078
36047023500,"Census Tract 235, Kings County, New York",5613,5613,55682,1388,5613,1024,1024,13664,143,1024
36047023600,"Census Tract 236, Kings County, New York",5924,5924,31905,1406,5924,1141,1141,6811,143,1141
36047023800,"Census Tract 238, Kings County, New York",4563,4563,39196,1092,4563,884,884,13201,162,884
36047024000,"Census Tract 240, Kings County, New York",6001,6001,42885,1444,5920,1100,1100,11654,198,1096
36047024100,"Census Tract 241, Kings County, New York",2876,2876,71000,1050,2836,660,660,14218,122,664
36047024200,"Census Tract 242, Kings County, New York",2618,2618,55069,680,2618,434,434,7166,89,434
36047024300,"Census Tract 243, Kings County, New York",4454,4454,82524,1907,4440,688,688,36351,216,687
36047024400,"Census Tract 244, Kings County, New York",3636,3636,62885,938,3570,635,635,25140,197,628
36047024500,"Census Tract 245, Kings County, New York",4513,4513,92932,1929,4513,640,640,8505,180,640
36047024600,"Census Tract 246, Kings County, New York",3011,3011,68224,827,3011,427,427,12506,82,427
36047024700,"Census Tract 247, Kings County, New York",2594,2594,70408,1223,2594,392,392,24441,271,392
36047024800,"Census Tract 248, Kings County, New York",2506,2506,68063,734,2506,405,405,11466,88,405
36047024900,"Census Tract 249, Kings County, New York",4146,4146,78025,1896,4135,710,710,11079,237,708
36047025000,"Census Tract 250, Kings County, New York",1914,1914,55132,552,1907,443,443,6231,84,443
36047025100,"Census Tract 251, Kings County, New York",4032,4032,46947,1630,4032,581,581,24674,229,581
36047025200,"Census Tract 252, Kings County, New York",5501,5501,49815,2030,5501,760,760,13543,310,760
36047025300,"Census Tract 253, Kings County, New York",4003,4003,79583,1336,4003,815,815,15655,154,815
36047025400,"Census Tract 254, Kings County, New York",3306,3306,77465,1230,3306,713,713,14276,310,713
36047025500,"Census Tract 255, Kings County, New York",5558,5558,23003,2151,5524,639,639,9826,383,637
36047025600,"Census Tract 256, Kings County, New York",3134,3134,52052,1120,3125,811,811,17367,386,812
36047025700,"Census Tract 257, Kings County, New York",2584,2584,99821,756,2584,483,483,32924,111,483
36047025800,"Census Tract 258, Kings County, New York",4871,4871,58490,1540,4849,696,696,10697,127,689
36047025901,"Census Tract 259.01, Kings County, New York",2077,2077,62734,727,2077,233,233,42460,107,233
36047025902,"Census Tract 259.02, Kings County, New York",3694,3694,20045,1450,3672,666,666,9846,365,664
36047026000,"Census Tract 260, Kings County, New York",3402,3402,47948,1135,3354,614,614,10753,145,602
36047026100,"Census Tract 261, Kings County, New York",5358,5358,65957,2152,5353,679,679,19317,232,677
36047026200,"Census Tract 262, Kings County, New York",2819,2819,80139,806,2819,529,529,34232,105,529
36047026300,"Census Tract 263, Kings County, New York",2097,2097,67143,938,2079,350,350,15415,146,349
36047026400,"Census Tract 264, Kings County, New York",4446,4446,67524,1521,4378,655,655,18801,292,667
36047026500,"Census Tract 265, Kings County, New York",4192,4192,75612,1825,4187,635,635,25510,249,635
36047026600,"Census Tract 266, Kings County, New York",3662,3662,45893,1116,3633,542,542,6433,147,539
36047026700,"Census Tract 267, Kings County, New York",4533,4533,96618,1932,4424,571,571,20673,204,569
36047026800,"Census Tract 268, Kings County, New York",4917,4917,77716,1554,4912,715,715,30482,299,714
36047026900,"Census Tract 269, Kings County, New York",3249,3249,90962,1222,3237,711,711,8491,179,704
36047027000,"Census Tract 270, Kings County, New York",2519,2519,33611,870,2519,532,532,16059,118,532
36047027100,"Census Tract 271, Kings County, New York",3553,3553,68750,1264,3523,628,628,47003,147,628
36047027200,"Census Tract 272, Kings County, New York",3803,3803,71174,1391,3803,512,512,30307,224,512
36047027300,"Census Tract 273, Kings County, New York",3899,3899,78555,1393,3895,805,805,24365,176,806
36047027400,"Census Tract 274, Kings County, New York",3412,3412,52551,920,3356,527,527,16137,122,505
36047027500,"Census Tract 275, Kings County, New York",5031,5031,89464,1865,5009,901,901,10011,182,898
36047027600,"Census Tract 276, Kings County, New York",3996,3996,56652,1354,3938,756,756,3784,285,722
36047027700,"Census Tract 277, Kings County, New York",4473,4473,62813,1652,4468,728,728,21114,166,729
36047027800,"Census Tract 278, Kings County, New York",3337,3337,61975,1160,3337,589,589,18770,137,589
36047027900,"Census Tract 279, Kings County, New York",3459,3459,77220,1571,3454,620,620,11633,192,620
36047028000,"Census Tract 280, Kings County, New York",1946,1946,86509,651,1946,334,334,10755,101,334
36047028100,"Census Tract 281, Kings County, New York",5175,5175,37243,1777,5169,1018,1018,9322,147,1019
36047028200,"Census Tract 282, Kings County, New York",3623,3623,55644,1275,3623,661,661,19959,248,661
36047028300,"Census Tract 283, Kings County, New York",4015,4015,40559,1506,3966,600,600,13939,247,602
36047028400,"Census Tract 284, Kings County, New York",3614,3614,63009,1384,3614,444,444,13972,221,444
36047028501,"Census Tract 285.01, Kings County, New York",356,356,50278,164,344,100,100,15242,48,99
36047028502,"Census Tract 285.02, Kings County, New York",3173,3173,40456,1125,3173,605,605,12079,158,605
36047028600,"Census Tract 286, Kings County, New York",5797,5797,42024,1918,5797,1058,1058,5883,188,1058
36047028700,"Census Tract 287, Kings County, New York",3488,3488,57321,1250,3486,544,544,32602,154,545
36047028800,"Census Tract 288, Kings County, New York",3703,3703,63625,1102,3649,1022,1022,28631,180,1016
36047028900,"Census Tract 289, Kings County, New York",3782,3782,38750,1457,3777,806,806,18465,263,807
36047029000,"Census Tract 290, Kings County, New York",3852,3852,44070,1558,3852,642,642,9882,201,642
36047029100,"Census Tract 291, Kings County, New York",3525,3525,87917,1377,3519,515,515,27400,149,514
36047029200,"Census Tract 292, Kings County, New York",2766,2766,41827,1027,2766,289,289,7962,90,289
36047029300,"Census Tract 293, Kings County, New York",3553,3553,47375,1412,3553,561,561,31160,155,561
36047029400,"Census Tract 294, Kings County, New York",2614,2614,66146,677,2128,426,426,20195,139,397
36047029500,"Census Tract 295, Kings County, New York",4113,4113,80197,1865,4113,825,825,32974,255,825
36047029600,"Census Tract 296, Kings County, New York",6037,6037,53825,2077,6037,906,906,19082,253,906
36047029700,"Census Tract 297, Kings County, New York",4761,4761,85577,1808,4720,602,602,22154,171,594
36047029800,"Census Tract 298, Kings County, New York",4387,4387,59242,1148,4387,724,724,13106,133,724
36047029900,"Census Tract 299, Kings County, New York",2431,2431,54719,875,2217,612,612,24066,187,634
36047030000,"Census Tract 300, Kings County, New York",4415,4415,64881,1376,4415,735,735,28530,157,735
36047030100,"Census Tract 301, Kings County, New York",3350,3350,95530,1142,3340,689,689,54551,191,683
36047030200,"Census Tract 302, Kings County, New York",4448,4448,76625,1369,4448,520,520,24947,180,520
36047030300,"Census Tract 303, Kings County, New York",5007,5007,38308,2112,4936,587,587,13504,195,588
36047030400,"Census Tract 304, Kings County, New York",4547,4547,48929,1658,4528,503,503,11258,165,498
36047030500,"Census Tract 305, Kings County, New York",7144,7144,112854,3053,6858,594,594,19704,210,588
36047030600,"Census Tract 306, Kings County, New York",2002,2002,48507,667,1985,335,335,7133,102,328
36047030700,"Census Tract 307, Kings County, New York",7284,7284,39375,3046,7250,997,997,15863,522,979
36047030800,"Census Tract 308, Kings County, New York",1944,1944,53393,759,1944,369,369,20739,123,369
36047030900,"Census Tract 309, Kings County, New York",2444,2444,59484,847,2410,456,456,28298,120,448
36047031100,"Census Tract 311, Kings County, New York",3014,3014,65139,1204,3014,563,563,30813,149,563
36047031300,"Census Tract 313, Kings County, New York",5111,5111,90828,2256,5004,982,982,21492,481,970
36047031401,"Census Tract 314.01, Kings County, New York",5157,5157,76908,1807,5152,1049,1049,18648,193,1050
36047031500,"Census Tract 315, Kings County, New York",5348,5348,78851,2452,5342,696,696,17503,221,697
36047031701,"Census Tract 317.01, Kings County, New York",3792,3792,88325,1527,3792,774,774,18779,265,774
36047031702,"Census Tract 317.02, Kings County, New York",3834,3834,95486,1625,3820,619,619,22518,198,618
36047031900,"Census Tract 319, Kings County, New York",3100,3100,75021,1287,3100,590,590,26228,165,590
36047032100,"Census Tract 321, Kings County, New York",5254,5254,60446,2162,5241,910,910,26949,310,909
36047032300,"Census Tract 323, Kings County, New York",3575,3575,77450,1513,3550,739,739,20202,184,737
36047032500,"Census Tract 325, Kings County, New York",6321,6321,58641,2603,6321,859,859,11402,277,859
36047032600,"Census Tract 326, Kings County, New York",7510,7510,33467,2561,7510,1221,1221,14122,602,1221
36047032700,"Census Tract 327, Kings County, New York",2870,2870,58750,1325,2870,551,551,34339,136,551
36047032800,"Census Tract 328, Kings County, New York",2848,2848,29289,1117,2848,374,374,16842,173,374
36047032900,"Census Tract 329, Kings County, New York",6174,6174,59636,2141,6174,1492,1492,27487,303,1492
36047033000,"Census Tract 330, Kings County, New York",5007,5007,19215,1749,5007,885,885,4222,198,885
36047033100,"Census Tract 331, Kings County, New York",4441,4441,48393,1620,4441,823,823,27602,283,823
36047033300,"Census Tract 333, Kings County, New York",4578,4578,67663,1271,4578,981,981,16812,156,981
36047033500,"Census Tract 335, Kings County, New York",3218,3218,76771,904,2860,521,521,16547,144,506
36047033600,"Census Tract 336, Kings County, New York",5217,5217,82500,1628,5074,857,857,14570,182,797
36047033701,"Census Tract 337.01, Kings County, New York",2603,2603,54981,899,2465,571,571,24090,209,569
36047033702,"Census Tract 337.02, Kings County, New York",1660,1660,68167,462,1548,285,285,13369,68,278
36047033900,"Census Tract 339, Kings County, New York",4720,4720,51950,2013,4687,582,582,25442,189,580
36047034000,"Census Tract 340, Kings County, New York",1998,1998,16978,608,1460,356,356,10851,112,311
36047034100,"Census Tract 341, Kings County, New York",3240,3240,66357,1282,2931,479,479,41032,191,457
36047034200,"Census Tract 342, Kings County, New York",6615,6615,20469,2852,6530,1400,1400,4360,240,1376
36047034300,"Census Tract 343, Kings County, New York",5340,5340,31420,2018,5340,711,711,19944,249,711
36047034500,"Census Tract 345, Kings County, New York",2833,2833,50982,1047,2785,711,711,22996,155,686
36047034700,"Census Tract 347, Kings County, New York",3720,3720,34122,1898,3664,587,587,10311,244,590
36047034800,"Census Tract 348, Kings County, New York",2851,2851,49256,863,2851,405,405,20047,123,405
36047034901,"Census Tract 349.01, Kings County, New York",1937,1937,42229,775,1937,290,290,6983,179,290
36047034902,"Census Tract 349.02, Kings County, New York",3934,3934,43125,1547,3904,876,876,16073,340,879
36047035000,"Census Tract 350, Kings County, New York",3355,3355,44871,1647,3355,399,399,5768,221,399
36047035101,"Census Tract 351.01, Kings County, New York",2565,2565,39489,902,2565,808,808,21666,158,808
36047035102,"Census Tract 351.02, Kings County, New York",2659,2659,72955,862,2659,499,499,40611,72,499
36047035200,"Census Tract 352, Kings County, New York",1401,1401,12073,633,1082,234,234,1457,185,211
36047035301,"Census Tract 353.01, Kings County, New York",2731,2731,39107,1102,2731,563,563,9754,165,563
36047035302,"Census Tract 353.02, Kings County, New York",3022,3022,80565,928,3009,604,604,30295,132,604
36047035400,"Census Tract 354, Kings County, New York",6315,6315,52143,2966,6315,875,875,14011,285,875
36047035500,"Census Tract 355, Kings County, New York",5772,5772,52695,2157,5772,562,562,17484,191,562
36047035601,"Census Tract 356.01, Kings County, New York",2879,2879,31910,1483,2879,272,272,5335,151,272
36047035602,"Census Tract 356.02, Kings County, New York",5875,5875,55995,2855,5875,754,754,7593,252,754
36047035701,"Census Tract 357.01, Kings County, New York",2414,2414,38793,1020,2414,373,373,15171,172,373
36047035900,"Census Tract 359, Kings County, New York",5944,5944,67432,2219,5929,693,693,13304,259,693
36047036001,"Census Tract 360.01, Kings County, New York",3055,3055,27700,1686,3055,383,383,7103,172,383
36047036002,"Census Tract 360.02, Kings County, New York",4311,4311,30136,2141,4306,620,620,19770,267,620
36047036100,"Census Tract 361, Kings County, New York",2914,2914,20636,1180,2902,554,554,6035,145,554
36047036200,"Census Tract 362, Kings County, New York",3866,3866,53464,1431,3852,616,616,15434,261,615
36047036300,"Census Tract 363, Kings County, New York",5861,5861,36037,2059,5861,944,944,8972,227,944
36047036400,"Census Tract 364, Kings County, New York",2441,2441,53528,1009,2441,438,438,7044,166,438
36047036501,"Census Tract 365.01, Kings County, New York",3299,3299,45096,1242,3299,705,705,14889,136,705
36047036502,"Census Tract 365.02, Kings County, New York",1655,1655,44926,537,1653,509,509,18034,124,509
36047036600,"Census Tract 366, Kings County, New York",4315,4315,43806,1259,4076,829,829,10387,107,806
36047036700,"Census Tract 367, Kings County, New York",1942,1942,60368,676,1942,590,590,36047,160,590
36047036900,"Census Tract 369, Kings County, New York",5840,5840,36605,2425,5815,858,858,11540,273,857
36047037000,"Census Tract 370, Kings County, New York",4358,4358,81000,1444,4295,672,672,17310,200,652
36047037100,"Census Tract 371, Kings County, New York",5344,5344,78750,1701,5344,878,878,14167,158,878
36047037300,"Census Tract 373, Kings County, New York",4831,4831,62542,1818,4816,735,735,13958,278,734
36047037401,"Census Tract 374.01, Kings County, New York",4735,4735,52625,1859,4735,719,719,11128,201,719
36047037402,"Census Tract 374.02, Kings County, New York",4967,4967,44472,2137,4967,707,707,22277,194,707
36047037500,"Census Tract 375, Kings County, New York",3269,3269,68594,1341,3264,557,557,29643,165,557
36047037700,"Census Tract 377, Kings County, New York",5229,5229,70865,1881,5183,625,625,27913,214,625
36047037900,"Census Tract 379, Kings County, New York",5122,5122,56645,1639,5046,869,869,22324,131,862
36047038100,"Census Tract 381, Kings County, New York",5605,5605,52131,2444,5605,685,685,17946,235,685
36047038200,"Census Tract 382, Kings County, New York",6190,6190,17806,2049,6186,985,985,3457,249,986
36047038300,"Census Tract 383, Kings County, New York",5573,5573,77917,2042,5572,713,713,9466,259,712
36047038500,"Census Tract 385, Kings County, New York",4556,4556,83079,1459,4556,1180,1180,18107,233,1180
36047038600,"Census Tract 386, Kings County, New York",3336,3336,84125,1018,3336,778,778,2435,231,778
36047038700,"Census Tract 387, Kings County, New York",4157,4157,51125,1766,4147,895,895,24879,415,896
36047038800,"Census Tract 388, Kings County, New York",4691,4691,76311,1679,4691,741,741,20723,256,741
36047038900,"Census Tract 389, Kings County, New York",3072,3072,83681,1196,3072,526,526,12086,202,526
36047039000,"Census Tract 390, Kings County, New York",2592,2592,69408,775,2592,481,481,5861,109,481
36047039100,"Census Tract 391, Kings County, New York",3844,3844,93964,1742,3844,633,633,9098,225,633
36047039200,"Census Tract 392, Kings County, New York",3370,3370,58327,1151,3370,669,669,15321,223,669
36047039300,"Census Tract 393, Kings County, New York",4284,4284,84148,1456,4284,755,755,30118,171,755
36047039400,"Census Tract 394, Kings County, New York",2184,2184,39091,734,2184,407,407,25536,102,407
36047039500,"Census Tract 395, Kings County, New York",3838,3838,52264,1734,3838,561,561,37233,371,561
36047039600,"Census Tract 396, Kings County, New York",2090,2090,59063,717,2090,474,474,30286,131,474
36047039700,"Census Tract 397, Kings County, New York",3076,3076,57339,1276,3076,580,580,27980,169,580
36047039800,"Census Tract 398, Kings County, New York",3103,3103,76600,862,3078,531,531,11202,172,519
36047039900,"Census Tract 399, Kings County, New York",4551,4551,55517,1646,4505,675,675,12672,252,676
36047040000,"Census Tract 400, Kings County, New York",3073,3073,51991,1033,3034,665,665,7268,142,663
36047040100,"Census Tract 401, Kings County, New York",3423,3423,49565,1160,3409,604,604,18375,170,603
36047040200,"Census Tract 402, Kings County, New York",2936,2936,64118,866,2936,365,365,28800,104,365
36047040300,"Census Tract 403, Kings County, New York",4094,4094,75298,1391,4085,648,648,17386,164,647
36047040400,"Census Tract 404, Kings County, New York",2563,2563,80000,902,2563,336,336,45587,151,336
36047040500,"Census Tract 405, Kings County, New York",1584,1584,67188,622,1584,314,314,17123,111,314
36047040600,"Census Tract 406, Kings County, New York",3992,3992,66196,1066,3992,613,613,10677,150,613
36047040800,"Census Tract 408, Kings County, New York",3862,3862,84753,1156,3862,661,661,19133,216,661
36047040900,"Census Tract 409, Kings County, New York",4358,4358,56020,1381,4358,835,835,8083,257,835
36047041000,"Census Tract 410, Kings County, New York",2055,2055,63224,645,2047,593,593,19050,99,592
36047041100,"Census Tract 411, Kings County, New York",3778,3778,54128,1162,3762,870,870,12432,171,864
36047041200,"Census Tract 412, Kings County, New York",3454,3454,106000,996,3454,694,694,28785,114,694
36047041300,"Census Tract 413, Kings County, New York",3646,3646,64267,1406,3646,837,837,19934,237,837
36047041401,"Census Tract 414.01, Kings County, New York",1396,1396,66250,440,1396,355,355,24805,72,355
36047041402,"Census Tract 414.02, Kings County, New York",2052,2052,51735,786,2052,332,332,10914,145,332
36047041500,"Census Tract 415, Kings County, New York",4472,4472,84072,1480,4472,701,701,18870,291,701
36047041600,"Census Tract 416, Kings County, New York",2178,2178,56695,718,2178,482,482,9508,112,482
36047041700,"Census Tract 417, Kings County, New York",3330,3330,24948,1303,3330,724,724,2585,180,724
36047041800,"Census Tract 418, Kings County, New York",2785,2785,55000,882,2746,530,530,15808,130,525
36047041900,"Census Tract 419, Kings County, New York",3866,3866,58636,1134,3866,841,841,16397,125,841
36047042000,"Census Tract 420, Kings County, New York",1812,1812,70588,518,1803,345,345,15031,56,346
36047042100,"Census Tract 421, Kings County, New York",4505,4505,86964,1661,4505,758,758,23383,240,758
36047042200,"Census Tract 422, Kings County, New York",3624,3624,60918,1146,3624,688,688,25849,243,688
36047042300,"Census Tract 423, Kings County, New York",3990,3990,83949,1361,3757,600,600,11629,193,605
36047042400,"Census Tract 424, Kings County, New York",3753,3753,62321,1178,3753,642,642,6207,135,642
36047042500,"Census Tract 425, Kings County, New York",3412,3412,88650,1047,3398,622,622,22178,111,623
36047042600,"Census Tract 426, Kings County, New York",4782,4782,67375,1611,4699,901,901,30196,232,888
36047042700,"Census Tract 427, Kings County, New York",4690,4690,82917,1727,4690,632,632,15468,164,632
36047042800,"Census Tract 428, Kings County, New York",3892,3892,72344,1443,3892,551,551,17977,161,551
36047042900,"Census Tract 429, Kings County, New York",5558,5558,64063,1916,5558,966,966,20696,167,966
36047043000,"Census Tract 430, Kings County, New York",3738,3738,46038,1277,3738,664,664,7920,207,664
36047043100,"Census Tract 431, Kings County, New York",4695,4695,77633,1769,4695,675,675,16081,249,675
36047043200,"Census Tract 432, Kings County, New York",4504,4504,78173,1435,4504,712,712,20260,188,712
36047043300,"Census Tract 433, Kings County, New York",3820,3820,33641,1223,3764,651,651,14903,155,674
36047043400,"Census Tract 434, Kings County, New York",4014,4014,54375,1238,4014,619,619,19462,126,619
36047043500,"Census Tract 435, Kings County, New York",5191,5191,71049,1729,5191,793,793,19737,247,793
36047043600,"Census Tract 436, Kings County, New York",5057,5057,58193,1873,5057,864,864,27630,522,864
36047043700,"Census Tract 437, Kings County, New York",6041,6041,60667,1962,5986,1223,1223,28135,317,1209
36047043800,"Census Tract 438, Kings County, New York",2463,2463,65357,910,2453,363,363,12088,147,362
36047043900,"Census Tract 439, Kings County, New York",3919,3919,80286,1151,3897,637,637,27400,106,625
36047044000,"Census Tract 440, Kings County, New York",2952,2952,67250,857,2952,468,468,29107,85,468
36047044100,"Census Tract 441, Kings County, New York",5563,5563,53594,1894,5479,1099,1099,8663,240,1091
36047044200,"Census Tract 442, Kings County, New York",2499,2499,72837,919,2499,458,458,33154,204,458
36047044300,"Census Tract 443, Kings County, New York",4537,4537,84180,1871,4537,685,685,20950,212,685
36047044400,"Census Tract 444, Kings County, New York",3900,3900,54265,1198,3900,824,824,18826,246,824
36047044500,"Census Tract 445, Kings County, New York",4519,4519,77451,1663,4519,685,685,15451,157,685
36047044600,"Census Tract 446, Kings County, New York",2055,2055,68051,617,2055,370,370,28554,106,370
36047044700,"Census Tract 447, Kings County, New York",2487,2487,73438,907,2487,418,418,29393,156,418
36047044800,"Census Tract 448, Kings County, New York",1918,1918,67750,769,1884,272,272,11307,101,264
36047044901,"Census Tract 449.01, Kings County, New York",2884,2884,52716,1093,2884,542,542,9389,146,542
36047045000,"Census Tract 450, Kings County, New York",982,982,75446,249,982,406,406,35827,96,406
36047045200,"Census Tract 452, Kings County, New York",2766,2766,73393,877,2766,553,553,30292,119,553
36047045300,"Census Tract 453, Kings County, New York",2291,2291,57143,674,2283,395,395,16847,84,404
36047045400,"Census Tract 454, Kings County, New York",1737,1737,96875,472,1737,593,593,13657,89,593
36047045600,"Census Tract 456, Kings County, New York",2202,2202,68056,794,2202,380,380,20085,148,380
36047045800,"Census Tract 458, Kings County, New York",1196,1196,84018,469,1196,256,256,19928,87,256
36047046000,"Census Tract 460, Kings County, New York",3529,3529,82500,1196,3529,667,667,21037,160,667
36047046201,"Census Tract 462.01, Kings County, New York",2287,2287,38050,1061,2287,498,498,25548,180,498
36047046202,"Census Tract 462.02, Kings County, New York",1960,1960,82450,552,1927,481,481,26977,81,473
36047046400,"Census Tract 464, Kings County, New York",2847,2847,54740,609,2847,627,627,18784,90,627
36047046800,"Census Tract 468, Kings County, New York",2213,2213,35930,540,2213,522,522,11079,180,522
36047047000,"Census Tract 470, Kings County, New York",2527,2527,73750,618,2527,507,507,27151,103,507
36047047200,"Census Tract 472, Kings County, New York",3009,3009,78125,649,2964,581,581,25622,127,578
36047047400,"Census Tract 474, Kings County, New York",2590,2590,56500,670,2590,455,455,12558,86,455
36047047600,"Census Tract 476, Kings County, New York",3132,3132,46250,838,3104,1025,1025,40984,164,1020
36047047700,"Census Tract 477, Kings County, New York",4017,4017,164647,1793,3974,537,537,17171,165,522
36047047800,"Census Tract 478, Kings County, New York",4398,4398,63000,1098,4379,732,732,26860,114,728
36047048000,"Census Tract 480, Kings County, New York",3324,3324,26159,998,3324,799,799,8263,139,799
36047048100,"Census Tract 481, Kings County, New York",3053,3053,81613,1270,3053,852,852,19448,126,852
36047048200,"Census Tract 482, Kings County, New York",5545,5545,53804,2238,5545,885,885,10302,396,885
36047048400,"Census Tract 484, Kings County, New York",5889,5889,56809,1491,5840,1423,1423,5985,168,1417
36047048500,"Census Tract 485, Kings County, New York",2329,2329,93929,974,2329,296,296,25713,110,296
36047048600,"Census Tract 486, Kings County, New York",3556,3556,55236,838,3556,947,947,6698,123,947
36047048800,"Census Tract 488, Kings County, New York",4420,4420,61013,1616,4351,609,609,6854,250,589
36047048900,"Census Tract 489, Kings County, New York",3709,3709,25154,1523,3709,775,775,9207,184,775
36047049000,"Census Tract 490, Kings County, New York",5573,5573,58965,2227,5561,961,961,18125,249,958
36047049100,"Census Tract 491, Kings County, New York",6993,6993,36653,2632,6993,1125,1125,13741,290,1125
36047049200,"Census Tract 492, Kings County, New York",2978,2978,72058,1239,2936,559,559,29225,237,554
36047049301,"Census Tract 493.01, Kings County, New York",2408,2408,20465,984,2408,469,469,6179,86,469
36047049302,"Census Tract 493.02, Kings County, New York",5262,5262,47238,2245,5262,694,694,29442,221,694
36047049400,"Census Tract 494, Kings County, New York",5372,5372,88846,2182,5140,655,655,12475,304,671
36047049500,"Census Tract 495, Kings County, New York",2546,2546,89375,1262,2522,391,391,16346,161,390
36047049600,"Census Tract 496, Kings County, New York",3938,3938,68474,1318,3842,631,631,18965,177,594
36047049700,"Census Tract 497, Kings County, New York",3076,3076,107625,1509,3076,346,346,18284,171,346
36047049800,"Census Tract 498, Kings County, New York",4036,4036,67580,1581,4036,664,664,32345,339,664
36047049900,"Census Tract 499, Kings County, New York",2088,2088,88958,917,2088,351,351,31431,115,351
36047050001,"Census Tract 500.01, Kings County, New York",2250,2250,107333,858,2246,437,437,25116,177,435
36047050002,"Census Tract 500.02, Kings County, New York",1966,1966,148320,675,1966,392,392,82208,100,392
36047050100,"Census Tract 501, Kings County, New York",3373,3373,98750,1572,3373,547,547,44401,214,547
36047050202,"Census Tract 502.02, Kings County, New York",2460,2460,97195,1138,2460,356,356,35015,221,356
36047050300,"Census Tract 503, Kings County, New York",2910,2910,127993,1363,2910,568,568,35321,244,568
